koi_disposition,koi_period,koi_duration,koi_depth,koi_impact,koi_model_snr,koi_ror,koi_prad,st_teff,st_logg,st_met,st_mass,st_radius,st_dens
0.0,1.032068851,2.1344,121993.0,1.014,140.0,0.571264,44.35,4387.0,4.587,0.28,0.712,0.711,2.7925
0.0,6.6751871,2.372,178.3,0.251,7.0,0.012257,1.09,5774.0,4.567,-0.3,0.9045,0.822,2.309
0.0,1.450205839,3.6373,25883.7,1.236,419.0,0.448824,92.78,7564.0,4.093,-0.08,1.621,1.893,0.3363
0.0,3.224486463,4.61686,403734.0,0.421,1905.1,0.624301,79.08,6389.0,4.331,-0.24,1.046,1.16,0.9436
0.0,44.14579777,4.088,224228.0,0.864,434.9,0.636114,62.24,5876.0,4.492,-0.3,0.9115,0.896,1.7905
0.0,33.3239576,37.217,2012.1,0.47,173.7,0.042066,2.55,5199.0,4.707,-1.98,0.572,0.555,4.734500000000001
0.0,0.94102954,4.415,34.5,0.119,13.3,0.00535,1.41,5766.0,4.185,-0.1,1.113,1.3,0.36695
1.0,1.992812339,2.066,314.8,1.127,16.8,0.148573,6.81,3638.0,4.844,-0.2,0.4335,0.42,8.8505
0.0,36.514374043,6.48255,111620.0,0.133,1701.1,0.304683,33.27,5804.0,4.474,0.21,1.0674,0.981,1.553
1.0,39.818832,10.757,199.1,0.6,29.4,0.013418,2.23,5710.0,4.073,0.0,1.003,1.524,0.3988
1.0,25.4337864,6.514,302.0,0.232,14.3,0.015845,2.0,5812.0,4.445,-0.02,1.04575,1.027,1.16415
0.0,67.451045,8.9387,7062.8,1.01,205.4,0.153381,36.7,4847.0,3.726,0.07,0.93,2.191,0.1246
1.0,52.6095103,8.202,203.7,0.102,15.3,0.012978,1.83,5805.0,4.548,-0.2,0.904,0.872,1.6923
1.0,198.7106251,8.638,2094.8,0.026,62.1,0.040799,3.56,5180.0,4.548,0.0,0.825,0.8,2.267
0.0,15.873380595,8.0429,208362.0,3.454,978.2,3.047001,630.53,5622.0,3.907,-0.12,1.056,1.895,0.2185
0.0,65.583665567,5.01216,242398.0,0.72,1649.5,0.566724,41.22,5516.0,4.646,-0.84,0.7195499999999999,0.667,3.4245
0.0,394.67816267,6.05443,253376.0,0.708,1500.7,0.575438,52.16,5780.0,4.505,-0.54,0.803,0.83,1.979
0.0,111.31980522,23.0078,62704.9,0.234,3433.7,0.226038,63.68,5045.0,3.733,-0.3,0.876,2.092,0.102875
0.0,110.29512684,16.5339,176336.0,0.248,2084.3,0.387633,37.88,5753.0,4.499,-0.14,0.93,0.902,1.7985
0.0,95.178317934,3.60125,128575.0,0.761,2279.1,0.403168,28.75,4523.0,4.615,-0.24,0.641,0.653,3.244
1.0,31.2543238,5.662,438.0,0.019,14.7,0.019192,2.29,6215.0,4.433,0.112,1.18735,1.092,1.1985
0.0,61.4911479,9.745,58702.9,0.681,1421.7,0.237907,22.76,5830.0,4.54,-0.14,0.97,0.876,2.036
1.0,110.2867031,4.427,145.3,0.675,16.4,0.011693,1.41,5931.0,4.322,-0.24,0.929,1.101,0.9798
1.0,11.8061737,4.472,88.1,0.905,10.1,0.010108,2.87,6907.0,4.238,0.0,1.5542,1.462,0.392
1.0,6.15828666,6.329,57.7,0.595,16.4,0.007218,1.2,5710.0,4.073,0.0,1.003,1.524,0.3988
0.0,10.828825742,0.7275,92.1,0.137,4.8,0.008842,0.76,5864.0,4.575,-0.52,0.8617,0.791,2.4805
1.0,82.292865,7.048,371.1,0.195,13.0,0.017445,1.82,6004.0,4.502,-0.2,0.9011,0.916,1.846
1.0,92.436978,6.432,955.2,0.943,17.8,0.035765,2.89,5598.0,4.6,-0.48,0.807,0.745,2.7745
0.0,11.08260553,6.23,601.2,0.966,51.3,0.03062,7.34,5125.0,3.674,-0.5,0.831,2.196,0.1105
0.0,22.7832776,4.194,120.2,0.626,18.2,0.010545,1.33,6564.0,4.377,-0.14,1.3405,1.188,0.6248
0.0,23.737952838,8.50818,95883.6,1.004,1221.2,0.487862,53.27,5559.0,4.394,0.04,0.903,1.0,1.273
0.0,21.4618453,5.675,122.2,1.139,13.4,0.150178,19.89,5806.0,4.283,0.12,1.028,1.213,0.8111
0.0,75.13194883,20.8729,122372.0,0.487,3625.5,0.32928,26.21,5365.0,4.586,-0.46,0.747,0.729,2.714
0.0,243.82122131,10.9312,56799.3,1.029,2804.3,0.394089,56.63,6454.0,4.228,-0.26,1.05275,1.316,0.7721
0.0,0.77459856,2.71,421.1,0.537,23.0,0.021076,2.39,4711.0,4.671,-0.86,0.573,0.579,4.154
0.0,16.227548674,5.08666,192688.0,0.795,1870.0,0.535852,46.52,5282.0,4.587,0.07,0.89905,0.795,2.4875
0.0,47.189437,11.555,370871.0,0.5357,804.0,0.628464,66.71,5458.0,4.381,-0.08,0.828,0.972,1.272
0.0,1.501760172,5.85519,387905.0,0.518,2624.0,0.645438,90.92,6327.0,4.333,-1.539,1.013,1.202,0.9715
0.0,4.05325447,4.0116,110916.0,15.329,446.1,14.708329,1668.79,6022.0,4.453,0.12,1.116,1.039,1.402
1.0,7.68433346,1.4346,1175.0,0.951,28.5,0.041382,2.58,4402.0,4.682,-0.58,0.57165,0.577,4.246
0.0,1.549979213,7.5945,370546.0,0.486,672.7,0.608012,136.64,5408.0,3.777,-0.52,0.925,2.058,0.1496
0.0,10.99381963,3.7889,1685.8,1.274,102.9,0.317936,40.17,6553.0,4.345,-0.28,1.12555,1.182,0.9926
0.0,10.9938087,5.0403,1456.9,0.924,100.4,0.042171,5.33,6553.0,4.345,-0.28,1.12555,1.182,0.9926
1.0,16.5860329,7.043,231.3,0.167,14.6,0.013767,2.09,5843.0,4.518,-0.06,1.0005,0.917,1.1912
1.0,16.7525077,3.174,338.3,0.763,18.2,0.018524,3.65,4807.0,3.906,0.48,0.955,1.802,0.2298
0.0,49.612757516,7.07603,130460.0,0.929,2070.3,0.506988,57.08,6241.0,4.45,-0.14,1.088,1.031,1.4
1.0,15.3317719,5.467,179.2,0.802,13.3,0.013624,1.91,6028.0,4.495,-0.2,0.9255,0.966,1.39535
1.0,84.704139,10.393,655.7,0.01,17.0,0.02339,4.17,6091.0,4.368,-0.08,1.0869,1.132,0.75385
0.0,0.755105584,5.02374,250026.0,0.732,2158.5,0.58683,76.26,6528.0,4.384,-0.16,1.194,1.155,1.0445
0.0,101.26336282,17.8951,72792.5,0.944,3573.1,0.37945,44.0,6309.0,4.413,-0.2,1.058,1.062,1.244
0.0,120.58167178,8.2904,192896.0,0.845,1184.8,0.567504,41.71,5294.0,4.651,-0.526,0.7415499999999999,0.673,3.3375
0.0,1.558544209,3.3727,225588.0,0.507,421.6,0.454191,35.12,4868.0,4.582,-0.22,0.7,0.708,2.773
0.0,2.63757408,5.9626,169658.0,1.107,1471.6,0.730483,76.02,5639.0,4.509,0.36,1.069,0.953,1.7255
0.0,8.64636188,8.73607,218072.0,0.294,2441.7,0.438049,54.24,6444.0,4.383,-0.18,1.13095,1.131,1.106
0.0,125.288206,3.695,241.6,0.066,9.4,0.014142,1.5,5988.0,4.471,-0.2,0.9865,0.973,1.617
0.0,112.46358893,31.8273,242411.0,0.523,1374.0,0.479766,129.04,7585.0,3.617,-0.08,1.9219,3.708,0.11206
0.0,42.39930429,18.3609,205992.0,0.336,2261.9,0.425527,44.7,6153.0,4.487,-0.22,1.036,0.962,1.641
0.0,5.91039905,3.85,421.1,0.537,23.0,0.021076,2.39,6200.0,4.488,-0.28,1.029,0.958,1.65
1.0,11.6044881,3.409,267.6,0.118,14.5,0.014751,1.88,5881.0,4.481,-0.2,0.8320000000000001,0.955,1.3487
0.0,27.009807384,1.96698,67898.0,0.949,541.3,0.382756,22.32,3900.0,4.726,-0.1,0.557,0.537,5.109999999999999
1.0,15.0219784,5.068,96.9,0.96,7.4,0.011751,1.77,5831.0,4.162,0.0,1.011,1.382,0.5399
1.0,91.078624,10.304,738.6,0.901,20.8,0.029618,3.26,5915.0,4.437,-0.02,1.014,1.008,1.394
1.0,85.272459,13.31,767.8,0.965,18.9,0.033383,3.85,5922.0,4.349,-0.28,0.911,1.057,1.087
0.0,12.42592675,29.1701,410.3,0.973,63.7,0.025106,2.66,5952.0,4.489,0.02,1.057,0.971,1.629
0.0,89.7398137,3.26371,81096.0,1.026,296.0,0.465939,38.01,5791.0,4.607,-0.62,0.83335,0.75,2.7945
0.0,90.08255562,19.7301,43252.2,0.099,3571.6,0.192307,49.2,6523.0,4.285,-0.2,1.259,1.312,0.5146
0.0,0.759768478,2.824,57.4,0.583,12.9,0.007174,0.64,5481.0,4.574,-0.06,0.9135,0.815,2.3505000000000003
0.0,42.2011587,8.479,178.1,1.225,15.9,0.23628,37.39,6200.0,4.135,-0.26,1.043,1.449,0.4835
0.0,15.65129028,6.7631,398641.0,0.507,359.7,0.650096,78.3,6137.0,4.422,0.126,1.16205,1.096,1.2305
0.0,9.014220178,2.76441,34085.6,0.802,1109.2,0.194303,15.49,4842.0,4.573,-0.08,0.729,0.73,2.633
0.0,1.824653341,4.25512,176739.0,0.845,1833.7,0.539549,55.44,6413.0,4.372,-1.54,0.76,0.941,1.284
0.0,3.185090259,4.80188,423276.0,0.465,1909.2,0.662324,92.5,6516.0,4.249,-0.4,1.055,1.279,0.7107
0.0,372.76888,23.27,1157.2,0.909,22.8,0.037443,3.66,5800.0,4.514,-0.14,0.951,0.894,1.878
1.0,5.70940795,1.622,586.7,0.751,20.2,0.024186,1.51,4402.0,4.682,-0.58,0.57165,0.577,4.246
0.0,2.086076372,2.4032,58858.0,13.376,159.3,12.633445,1543.74,6124.0,4.265,-0.68,0.839,1.119,0.8442
1.0,3.63898953,2.252,209.6,0.32,16.0,0.013212,1.68,5881.0,4.481,-0.2,0.8320000000000001,0.955,1.3487
1.0,38.1303324,6.53,180.4,0.562,11.6,0.012762,1.54,6370.0,4.41,-0.1,1.1578,1.106,1.118
1.0,14.42735088,4.857,117.0,0.977,21.5,0.013498,1.53,5929.0,4.403,-0.06,1.0,1.04,1.251
1.0,12.90235874,2.446,354.4,0.382,15.7,0.017349,1.49,5530.0,4.584,-0.22,0.8722000000000001,0.796,2.4745
1.0,36.4337867,4.388,406.8,0.25,16.2,0.018302,2.2,5976.0,4.367,0.1,1.033,1.1,1.0235
0.0,58.5850357,3.5939,75468.0,1.309,656.5,0.688798,149.98,6388.0,4.204,-0.22,1.1536499999999998,1.433,0.4322999999999999
1.0,265.47847,10.28,1040.7,0.956,18.1,0.038304,4.2,5792.0,4.375,-0.26,0.875,1.005,1.214
0.0,1.546222068,7.998,49.4,0.503,56.6,0.00654,0.77,5611.0,4.388,0.36,1.026,1.073,1.17
0.0,89.3313828,11.919,2177.6,0.899,169.5,0.050079,8.02,6865.0,4.23,-0.1,1.3515,1.473,0.5992
0.0,22.2941485,3.188,100.9,0.709,13.6,0.009837,1.5,5897.0,4.489,0.21,1.1445,0.992,1.1063
1.0,46.7162336,7.259,345.5,0.266,15.4,0.016994,2.03,5998.0,4.507,-0.14,1.0225,0.933,1.4805
0.0,43.56225858,3.6873,51325.0,1.295,163.6,0.602613,80.02,6405.0,4.301,-0.2,1.08165,1.216,0.8483499999999999
0.0,198.443477,9.9776,39943.0,1.149,464.2,0.440177,41.72,5420.0,4.502,0.0,0.874,0.868,1.883
0.0,17.907664726,5.58652,265411.0,2.79,1731.4,2.488302,282.86,6173.0,4.447,-0.04,1.104,1.041,1.379
0.0,2.4044122,4.575,42.7,0.559,10.8,0.006215,0.85,6398.0,4.276,-0.22,1.07,1.249,0.7742
0.0,22.77196484,8.3476,325446.0,0.603,305.2,0.612697,104.17,6049.0,4.067,-0.22,1.032,1.557,0.3846
0.0,184.52015392,15.3564,49269.0,0.886,1759.1,0.275861,23.38,5341.0,4.514,-0.44,0.718,0.776,2.166
1.0,82.175197,8.664,546.4,0.015,20.8,0.021508,2.24,6247.0,4.489,-0.34,1.022,0.954,1.657
0.0,29.015852933,7.19844,71432.1,12.223,1268.8,11.513161,1183.06,5783.0,4.415,-0.36,0.841,0.941,1.422
0.0,77.36241476,12.1317,96585.8,0.995,1246.3,0.482947,41.66,5357.0,4.571,-0.12,0.848,0.79,2.42
0.0,495.71095,4.514,443.1,0.718,8.5,0.020671,4.41,6054.0,3.911,-0.22,1.135,1.953,0.2145
1.0,10.35857039,2.577,273.7,0.074,15.1,0.015084,1.68,5893.0,4.423,-0.02,1.005,1.02,1.334
1.0,30.2541186,2.134,576.3,0.122,12.3,0.022052,2.8,6277.0,4.402,0.21,1.24385,1.161,1.1115
0.0,17.081202417,7.20617,134143.0,0.915,1524.8,0.507526,39.24,5431.0,4.62,-0.5,0.769,0.712,3.028
1.0,20.034708,6.49,124.4,0.193,22.9,0.010243,2.24,6120.0,3.934,0.02,1.251,2.0,0.2203
1.0,3.15722086,3.762,49.7,0.001,17.4,0.006453,1.41,6120.0,3.934,0.02,1.251,2.0,0.2203
1.0,23.2385587,8.432,161.2,0.355,15.5,0.011845,2.18,6602.0,4.108,-0.12,1.333,1.685,0.3922
0.0,118.314913,4.79,216.3,0.522,7.0,0.013895,7.23,6197.0,3.611,-0.32,1.625,3.247,0.0458999999999999
1.0,20.35971899,2.1521,345.7,0.925,26.8,0.021227,0.8,4623.0,4.593,0.0,0.5209999999999999,0.698,7.424
0.0,43.798566,6.401,290.4,1.182,26.1,0.199499,48.52,5611.0,3.711,0.16,1.35595,2.709,0.126285
0.0,131.73630485,5.28476,58381.2,0.871,1241.0,0.298387,54.38,5102.0,3.962,0.12,0.932,1.669,0.2822
0.0,4.301031137,5.65214,204153.0,0.79,1526.2,0.550225,93.01,6386.0,4.208,0.48,1.403,1.492,0.5642499999999999
0.0,198.01379181,9.72673,142501.0,0.88,1411.3,0.497851,38.49,5359.0,4.566,-0.72,0.673,0.708,2.67
0.0,10.9938268,5.0746,419208.0,0.471,469.5,0.649357,52.69,4856.0,4.554,-0.08,0.721,0.743,2.476
1.0,1.682934607,1.8846,142.7,0.681,24.5,0.011608,1.06,5201.0,4.573,0.36,0.948,0.834,2.304
0.0,114.90862419,7.66397,196112.0,0.78,1179.7,0.531564,42.78,4412.0,4.565,0.44,0.729,0.737,2.559
1.0,11.55532445,3.499,250.0,0.96,16.1,0.019441,1.7,5149.0,4.506,-0.14,0.755,0.803,2.053
1.0,26.0841212,6.141,259.7,0.092,13.8,0.014818,1.35,6083.0,4.563,-0.5,0.931,0.835,2.2545
0.0,52.802767576,5.6184,52110.3,1.473,1238.8,0.770634,75.82,5835.0,4.492,-0.24,0.918,0.901,1.7895
0.0,39.206808648,6.24701,186978.0,0.81,1274.3,0.53388,50.2,5945.0,4.545,-0.3,0.95,0.861,2.096
1.0,64.6589166,7.71,235.4,0.083,13.9,0.013934,2.12,6197.0,4.449,-0.08,1.0750000000000002,1.035,0.97975
0.0,27.6760342,4.234,266.8,0.071,14.4,0.014638,5.15,5123.0,3.442,-0.4,1.051,3.224,0.04418
1.0,8.74192361,4.235,295.7,0.025,18.5,0.015506,1.94,5632.0,4.44,-0.018,0.9765,1.027,1.1651
0.0,26.936878,4.969,246.9,0.2807,8.8,0.014418,1.57,5632.0,4.44,-0.018,0.9765,1.027,1.1651
0.0,53.34418038,3.62,421.1,0.537,23.0,0.021076,2.39,6956.0,4.116,-0.06,1.5757,1.744,0.26675
0.0,12.4281308,6.79,131.4,0.33,9.4,0.010648,0.85,5940.0,4.621,-0.88,0.815,0.729,2.9400000000000004
1.0,9.10969334,5.3181,126.4,0.761,47.8,0.011234,1.32,5611.0,4.388,0.36,1.026,1.073,1.17
0.0,0.96283264,2.947,96.3,0.4963,16.4,0.009249,0.74,5940.0,4.621,-0.88,0.815,0.729,2.9400000000000004
1.0,73.7502765,13.309,233.1,0.127,33.9,0.013963,3.78,6085.0,4.467,-0.2,1.19815,0.99,0.84775
0.0,210.30644361,6.68665,46455.4,1.155,1081.7,0.459132,101.13,7591.0,4.05,-0.08,1.665,2.017,0.2858
0.0,8.268081087,3.47103,71479.3,1.099,1320.5,0.499643,50.31,5749.0,4.502,0.02,0.987,0.922,1.771
0.0,3.564614021,3.44204,94342.0,0.989,728.8,0.472251,46.0,5891.0,4.45,-0.56,0.818,0.892,1.621
0.0,533.47707,23.71,210.6,0.418,15.3,0.013552,2.6,6078.0,3.992,-0.58,0.948,1.759,0.28395
0.0,5.877122413,3.7369,15647.1,1.238,287.6,0.403463,45.95,5778.0,4.325,-0.34,0.839,1.043,1.041
0.0,1.036592635,2.40749,124498.0,0.898,444.7,0.484781,463.05,5337.0,4.599,-0.46,1.16,0.773,1.377602
0.0,91.4999978,19.5818,65496.0,0.736,1018.4,0.258662,21.86,5263.0,4.572,-0.14,0.8142,0.774,2.443
1.0,65.9407869,7.776,580.4,0.332,19.8,0.02222,2.33,5982.0,4.493,-0.04,1.047,0.96,1.667
0.0,406.45737,9.554,284.2,0.428,12.7,0.015734,1.96,6217.0,4.364,-0.02,1.095,1.141,1.039
0.0,30.47639859,17.9728,130569.0,0.92,236.2,0.500513,43.01,5913.0,4.581,-0.52,0.8758,0.794,2.4965
1.0,14.53260546,2.4212,328.9,0.112,29.0,0.016627,1.69,6003.0,4.507,-0.14,1.019,0.932,1.772
1.0,153.348739,12.205,388.0,0.261,12.7,0.018175,2.14,6127.0,4.356,-0.3,0.9637,1.08,1.08
0.0,361.526458,6.947,525.1,0.971,14.0,0.027145,5.7,7196.0,4.064,-0.04,1.562,1.923,0.3094
1.0,48.0506878,7.999,274.5,0.186,15.1,0.014886,2.36,5332.0,4.459,-0.04,0.88005,0.889,1.0553
0.0,9.44942628,6.3064,1211.9,1.217,81.1,0.258572,75.22,5092.0,3.689,0.02,1.265,2.664,0.0942
0.0,0.933489066,1.41864,14259.0,1.243,374.5,0.405613,48.01,5758.0,4.307,-0.24,0.869,1.084,0.9607
0.0,1.908525084,4.169,218.9,0.015,26.9,0.013861,3.74,9174.0,4.013,0.07,2.294,2.471,0.2141
0.0,0.798467681,0.86,120.7,0.331,9.4,0.010278,0.82,5575.0,4.557,-0.78,0.706,0.733,2.528
0.0,0.867721348,4.8783,97653.0,0.987,587.9,0.480869,67.0,5510.0,4.186,0.08,0.911,1.276,0.6182
0.0,161.252567,23.626,2911.5,0.869,94.7,0.056948,5.04,5992.0,4.571,-0.5,0.9065,0.816,2.3705
1.0,3.90863457,1.7704,867.2,0.111,36.6,0.026067,1.86,4518.0,4.613,-0.24,0.639,0.653,3.23
1.0,77.086191,4.77,942.8,1.227,12.9,0.259869,29.77,6210.0,4.45,-0.08,1.10015,1.033,1.374
0.0,1.673662758,2.3135,316.4,1.186,33.4,0.203697,23.42,6444.0,4.433,-0.3,1.0895,1.053,1.3345
0.0,5.93717724,5.355,25450.0,6.282,56.3,5.442474,594.32,5780.0,4.438,0.0,0.972,1.0,1.4355
0.0,3.89043062,6.596,195.4,0.025,14.4,0.012681,1.24,5646.0,4.449,-0.3,0.825,0.896,1.616
0.0,16.8282542,39.098,655.3,0.7071,78.3,0.025021,2.66,5549.0,4.499,0.56,1.0749,0.964,1.668
0.0,2.489549075,2.4345,2829.7,1.33,160.6,0.387996,59.57,6184.0,4.138,-0.36,0.991,1.406,0.5016
1.0,1.644221032,2.9122,47.8,0.942,24.1,0.007869,1.18,6297.0,4.292,0.14,1.247,1.323,0.7238
0.0,4.469731089,5.257,3159.6,1.268,286.7,0.334344,84.63,5758.0,3.808,-0.06,1.258,2.318,0.1423
0.0,1.731803197,5.6803,44612.0,0.63,221.1,0.203526,22.87,5761.0,4.426,0.18,1.031,1.029,1.334
0.0,2.64830047,2.6395,12668.0,0.873,79.8,0.124892,126.54,4839.0,2.727,-0.027,2.26345,9.278,0.0027515
1.0,17.2653659,5.02,67.9,0.007,13.9,0.007577,1.16,6388.0,4.244,0.1,1.259,1.402,0.6433
0.0,3.486318703,2.7904,60135.0,1.138,190.7,0.499394,54.53,5780.0,4.438,0.0,0.972,1.0,1.4355
0.0,1.705780649,1.6271,15498.0,1.231,31.8,0.402121,25.95,4970.0,4.665,-1.02,0.589,0.591,4.021
0.0,7.45306683,4.7617,46552.0,10.337,84.3,9.56302,1044.28,5780.0,4.438,0.0,0.972,1.0,1.4355
0.0,2.929299629,7.102,83918.0,1.025,374.6,0.473198,51.67,5780.0,4.438,0.0,0.972,1.0,1.4355
0.0,5.50811352,2.9516,40380.0,1.215,100.5,0.499432,34.03,5188.0,4.689,-0.74,0.688,0.621,4.0145
0.0,0.569115097,3.5028,585597.0,0.444,229.6,0.838661,156.15,7172.0,4.12,-0.2,1.4449999999999998,1.705,0.38845
0.0,2.529073751,1.8827,1572.9,1.263,73.4,0.308466,25.8,5465.0,4.596,-0.26,0.8474999999999999,0.769,2.6445
0.0,0.916326699,3.1427,96384.0,0.988,251.6,0.477648,50.7,6046.0,4.486,-0.08,1.053,0.972,1.615
1.0,33.0405509,3.3613,577.4,0.431,27.5,0.022276,2.36,5688.0,4.415,-0.12,0.895,0.971,1.377
0.0,1.306723495,6.606,12456.6,1.229,311.7,0.382215,27.42,4651.0,4.612,-0.32,0.644,0.657,3.199
0.0,0.7967202,4.25304,167719.0,0.839,716.6,0.520964,56.89,5780.0,4.438,0.0,0.972,1.0,1.4355
0.0,359.102042,16.949,1102.9,1.201,26.5,0.237663,28.76,6363.0,4.41,-0.08,1.16295,1.108,1.108
1.0,160.130899,13.775,1183.0,0.791,32.4,0.034707,6.67,6088.0,4.493,-0.2,1.0545,0.968,1.075
0.0,2.69634575,3.785,185.2,0.54,35.4,0.012741,1.46,5418.0,4.335,0.1,0.871,1.051,1.056
0.0,2.553924603,9.835,1680.1,1.258,100.5,0.303455,32.67,5993.0,4.489,0.07,1.093,0.986,1.607
0.0,8.487871809,4.19829,118814.0,0.941,483.9,0.495239,46.24,5553.0,4.558,0.07,0.964,0.855,2.173
0.0,5.50817321,3.6845,226850.0,0.739,268.7,0.557136,39.18,5048.0,4.663,-0.54,0.693,0.649,3.615
0.0,6.142812722,6.0751,96593.0,0.477,316.1,0.292113,31.9,5780.0,4.438,0.0,0.972,1.0,1.4355
0.0,175.06586091,4.5181,45134.0,1.149,320.6,0.454277,40.63,6024.0,4.566,-0.5,0.9166,0.825,2.3255
0.0,20.8392148,2.3321,177508.0,0.894,197.6,0.585349,51.9,5378.0,4.488,-0.36,0.741,0.812,1.947
0.0,9.50158045,5.0701,443400.0,0.444,314.9,0.669155,73.07,5780.0,4.438,0.0,0.972,1.0,1.4355
0.0,19.226055,2.949,3266.0,0.2579,10.1,0.051932,3.52,5188.0,4.689,-0.74,0.688,0.621,4.0145
0.0,2.050435466,8.0122,7765.3,1.275,445.8,0.386675,34.84,5440.0,4.496,-0.3,0.779,0.825,1.95
0.0,1.507101452,5.2005,15847.0,1.246,273.5,0.411029,39.32,5884.0,4.453,-0.64,0.794,0.876,1.664
0.0,1.274841686,3.5903,50253.0,1.128,353.0,0.455222,63.68,6211.0,4.247,-0.16,1.055,1.281,0.7066
1.0,4.02582434,2.8059,265.3,0.017,23.9,0.014658,1.79,5741.0,4.556,-0.2,0.9098,0.856,1.5822500000000002
0.0,2.845746618,13.0719,557741.0,0.126,829.1,0.701174,135.99,5641.0,3.948,-0.12,1.021,1.776,0.2566
0.0,2.30120705,25.08,1688.1,1.262,132.5,0.30854,28.64,5641.0,4.554,-0.05,0.94785,0.857,2.149
0.0,337.377514,12.136,6110.0,1.245,60.0,0.341647,37.23,6029.0,4.452,-0.08,1.025,0.998,1.451
0.0,389.28075044,12.52,421.1,0.537,23.0,0.021076,2.39,6029.0,4.452,-0.08,1.025,0.998,1.451
0.0,8.58965725,8.9793,1161.5,1.249,107.8,0.286052,27.86,5697.0,4.539,0.07,1.004,0.892,1.99
0.0,8.56751264,5.449,347.9,1.182,17.9,0.200293,23.05,6212.0,4.42,-0.12,1.06,1.054,1.276
0.0,1.061934313,3.194,607.0,1.218,70.0,0.244939,15.14,4304.0,4.675,-0.58,0.552,0.566,4.289
0.0,2.406574511,3.4382,738.0,1.187,63.9,0.216878,26.22,6167.0,4.429,0.21,1.201,1.107,1.245
0.0,28.64338839,1.2246,624.3,0.968,23.1,0.030138,5.82,6507.0,4.081,-0.38,1.1275,1.711,0.34095
0.0,96.231257,2.488,938.0,0.442,8.8,0.028118,29.26,4895.0,2.674,-0.34,1.563,9.529,0.002544
0.0,30.5528701,5.3367,63521.0,1.134,510.8,0.499685,63.57,6441.0,4.367,-0.12,1.1509999999999998,1.165,1.01035
1.0,26.2347447,3.536,196.5,0.985,22.0,0.018433,2.76,6297.0,4.292,0.14,1.247,1.323,0.7238
1.0,160.88451966,10.8771,7590.4,0.284,526.1,0.079769,9.09,5650.0,4.313,-0.28,0.818,1.044,1.012
0.0,4.04506346,3.22222,360177.0,0.529,483.9,0.622151,67.94,5780.0,4.438,0.0,0.972,1.0,1.4355
1.0,141.2415405,6.7645,12990.5,0.12,380.9,0.103416,11.49,5705.0,4.397,0.0,0.941,1.017,1.261
1.0,217.83184293,21.306,9148.7,0.004,1244.4,0.08768,11.17,6259.0,4.385,0.14,1.21,1.167,1.054
0.0,1.433262145,5.6316,1849.5,0.933,159.3,0.048592,5.67,5977.0,4.318,-0.46,0.864,1.068,1.0
0.0,0.782046543,1.9874,340464.0,0.633,534.0,0.667358,43.07,4768.0,4.661,-0.82,0.584,0.591,3.981
0.0,5.663604992,1.4283,163385.0,0.785,169.4,0.499523,54.55,5780.0,4.438,0.0,0.972,1.0,1.4355
0.0,18.076610347,3.1396,65280.0,1.074,380.6,0.469442,39.16,4848.0,4.55,0.06,0.755,0.764,2.382
0.0,6.47173281,7.1964,6472.7,0.267,94.5,0.07437,13.68,6318.0,4.079,0.06,1.242,1.685,0.3654
0.0,1.031100362,2.9759,129157.0,0.293,178.5,0.333032,27.35,5661.0,4.601,-0.48,0.8290500000000001,0.752,2.702
0.0,0.597933142,3.47133,284383.0,0.634,1490.3,0.581098,63.46,5780.0,4.438,0.0,0.972,1.0,1.4355
0.0,5.36652724,8.367,3122.5,0.985,50.7,0.085983,7.97,5850.0,4.555,-0.26,0.9361,0.844,2.174
0.0,1.540392098,3.7271,1022.0,1.184,87.2,0.223011,17.63,4911.0,4.564,-0.22,0.7,0.724,2.603
1.0,47.1484324,3.1347,1113.8,0.668,54.5,0.032227,2.58,4975.0,4.579,-0.14,0.746,0.734,2.657
1.0,2.50475282,2.376,181.1,0.13,18.9,0.01214,1.48,5741.0,4.556,-0.2,0.9098,0.856,1.5822500000000002
1.0,59.3627946,13.972,233.6,0.001,51.5,0.013889,2.23,5786.0,4.106,-0.02,1.006,1.471,0.4455
0.0,2.199076661,6.11,777.4,1.22,56.2,0.25145,21.72,5308.0,4.559,-0.1,0.8354999999999999,0.797,2.351
1.0,1.79110997,2.0917,167.5,0.028,24.3,0.011842,1.29,6040.0,4.469,-0.02,1.07,0.999,1.513
0.0,7.77241144,5.272,286.9,0.317,18.9,0.015604,1.69,6014.0,4.486,0.07,1.101,0.993,1.584
1.0,10.51421162,3.877,85.4,0.877,21.6,0.009808,1.25,6259.0,4.385,0.14,1.21,1.167,1.054
0.0,11.344347453,5.9738,258242.0,0.692,437.2,0.572515,62.52,5780.0,4.438,0.0,0.972,1.0,1.4355
1.0,214.3120439,16.2938,4523.4,0.016,562.8,0.06189,9.17,6471.0,4.279,0.14,1.2999999999999998,1.357,0.7184999999999999
0.0,0.876826336,3.6097,138366.0,0.481,1338.1,0.354462,37.24,6344.0,4.47,-0.42,1.0195,0.971,1.59
0.0,208.86909724,4.5707,21306.7,1.056,413.8,0.277879,29.95,5914.0,4.421,-0.22,0.938,0.987,1.374
1.0,7.2593226,6.1394,247.5,0.366,40.1,0.014557,1.57,5914.0,4.421,-0.22,0.938,0.987,1.374
0.0,1.98663794,4.7585,63156.0,1.105,193.0,0.470304,134.5,9191.0,3.973,0.07,2.349,2.619,0.1843
