koi_disposition,koi_period,koi_duration,koi_depth,koi_impact,koi_model_snr,koi_ror,koi_prad,st_teff,st_logg,st_met,st_mass,st_radius,st_dens
0.0,3.47143963,3.663,99.8,0.719,27.5,0.009818,1.19,6324.0,4.409,-0.1,1.1195,1.111,1.0995
1.0,29.6193891,4.9595,314.7,0.046,42.5,0.016028,1.74,5618.0,4.401,0.0,0.911,0.996,1.298
0.0,3.50376155,3.16,421.1,0.537,23.0,0.021076,2.39,5115.0,4.514,-0.1,0.7625,0.801,2.0605
1.0,8.925079516,2.6766,977.5,0.74,135.8,0.031128,2.36,4728.0,4.628,0.04,0.7615000000000001,0.693,3.108
1.0,8.0922105,5.7696,65.3,0.951,37.5,0.009433,1.44,5774.0,4.106,-0.26,0.907,1.395,0.4701
0.0,3.117087797,3.06941,12152.1,1.255,441.7,0.396147,88.51,6338.0,3.973,0.08,1.434,2.046,0.2357
1.0,22.687155,5.4921,960.0,0.023,122.8,0.028022,3.2,5657.0,4.364,0.0,0.921,1.046,1.134
0.0,0.937406378,1.9515,5079.6,0.8735,138.9,0.07702,7.09,5480.0,4.527,-0.08,0.8765000000000001,0.845,2.0540000000000003
0.0,0.668483615,2.0909,2899.8,1.269,161.2,0.333884,29.53,5543.0,4.575,-0.14,0.899,0.81,2.3705
0.0,4.429633087,3.0257,6120.1,1.264,166.3,0.363622,32.12,5344.0,4.545,-0.1,0.837,0.809,2.226
0.0,1.544927524,1.0134,138.5,0.533,25.4,0.011226,1.39,6309.0,4.34,-0.26,1.018,1.132,0.9895
1.0,4.48758768,2.874,112.0,0.532,25.9,0.009999,1.37,6060.0,4.227,-0.26,0.972,1.257,0.6893
0.0,0.323021692,2.3442,47100.0,1.1083,520.6,0.43711,46.4,5458.0,4.381,-0.08,0.828,0.972,1.272
0.0,4.70818628,3.278,56545.0,1.082,24.7,0.440337,42.99,5868.0,4.53,-0.12,0.987,0.894,1.946
0.0,14.405857436,5.48509,30430.6,0.001,2294.1,0.159345,23.42,5945.0,4.196,-0.02,1.039,1.346,0.5996
0.0,7.702374154,3.8459,18377.0,3.346,157.2,2.485195,225.25,5598.0,4.565,-0.12,0.9196,0.83,2.2665
1.0,16.56062577,2.611,700.8,0.96,30.8,0.031445,2.94,5818.0,4.436,-0.82,0.727,0.855,1.637
1.0,15.74958583,4.6672,659.5,0.637,42.6,0.024707,2.77,6178.0,4.457,-0.1,1.088,1.021,1.432
1.0,37.8145252,9.109,412.5,0.845,57.9,0.021172,3.04,5988.0,4.278,0.34,1.196,1.314,0.7419
1.0,12.64504291,9.117,200.4,0.931,32.7,0.016062,1.55,5607.0,4.447,-0.34,0.8,0.886,1.623
1.0,21.5262958,8.392,190.0,0.804,23.4,0.014029,1.36,5607.0,4.447,-0.34,0.8,0.886,1.623
1.0,33.8845825,6.538,224.1,0.961,17.2,0.017958,1.74,5607.0,4.447,-0.34,0.8,0.886,1.623
1.0,6.40087137,2.5561,133.6,0.861,24.4,0.012298,1.91,5426.0,4.107,0.16,0.943,1.421,0.4631
1.0,30.1599411,7.874,175.9,0.802,32.3,0.013612,4.54,5010.0,3.615,0.24,1.356,3.051,0.071245
1.0,51.0771048,11.233,141.5,0.498,24.1,0.010971,3.66,5010.0,3.615,0.24,1.356,3.051,0.071245
0.0,4.2856756,4.059,31.4,0.5445,8.3,0.005229,2.13,5046.0,3.443,-0.07,1.4005,3.706,0.0382249999999999
0.0,7.388833611,5.62857,13063.5,0.799,1509.3,0.116455,10.66,5850.0,4.556,-0.28,0.9231,0.838,2.2085
0.0,2.698021895,23.192,6721.2,1.3,647.1,0.397083,52.51,6568.0,4.36,-0.06,1.2695,1.211,0.90945
1.0,117.93110803,5.8796,8506.6,0.615,212.5,0.088538,10.36,6392.0,4.394,-0.2,1.0885,1.111,1.181
0.0,4.887806806,2.4078,4676.0,0.561,116.1,0.064413,5.71,5284.0,4.523,-0.12,0.804,0.812,2.113
0.0,11.973605044,4.3117,3822.9,1.3,172.9,0.371003,38.2,6146.0,4.497,-0.26,1.02,0.943,1.713
0.0,1.231364189,5.8574,1097.1,0.995,229.7,0.055411,5.39,5897.0,4.429,-0.7,0.778,0.891,1.549
0.0,2.102416517,1.7684,1502.5,1.236,94.3,0.27969,29.29,5999.0,4.494,-0.06,1.045,0.959,1.67
0.0,11.703109303,2.0467,4201.0,1.279,126.6,0.356551,37.3,6014.0,4.494,-0.08,1.043,0.958,1.673
0.0,13.73808249,3.354,660.7,0.957,68.4,0.029865,3.84,6375.0,4.292,-0.44,0.991,1.178,0.854
0.0,16.66216657,3.8762,27442.0,7.444,114.5,6.607286,843.45,6440.0,4.38,-0.04,1.2033,1.169,1.0335
0.0,0.752159702,2.3621,3425.0,1.272,291.1,0.340826,43.73,5916.0,4.296,-0.06,0.995,1.175,0.8645
0.0,4.81886153,6.223,1318.6,0.924,86.3,0.041704,2.96,5030.0,4.658,-0.48,0.7041,0.652,3.5835
1.0,125.86540191,9.0191,12389.5,0.101,544.7,0.101632,12.37,5933.0,4.342,-0.06,0.998,1.115,1.013
1.0,34.5439452,3.482,429.8,0.87,23.4,0.021969,2.67,5933.0,4.342,-0.06,0.998,1.115,1.013
1.0,10.74241765,6.0633,415.2,0.034,95.4,0.018486,3.06,5828.0,4.09,-0.05,1.05695,1.548,0.41335
0.0,4.02378908,3.237,32.1,0.715,36.1,0.005568,2.24,7516.0,3.651,0.07,2.218,3.685,0.06244
0.0,0.312941621,2.0646,35262.0,1.1789,413.9,0.447207,58.02,6286.0,4.312,-0.16,1.051,1.188,0.8824
1.0,2.495780169,4.2721,25070.0,0.133,171.4,0.145407,15.75,6039.0,4.426,-0.28,0.959,0.992,1.384
0.0,8.428090255,1.881,11355.5,6.787,183.0,5.886209,517.43,5758.0,4.573,-0.34,0.88655,0.817,2.342
0.0,8.344104633,1.8014,9695.0,10.047,89.7,9.139057,836.31,5447.0,4.559,0.06,0.928,0.838,2.221
0.0,137.75960504,9.1713,83298.0,0.776,885.9,0.31234,49.52,5228.0,4.467,0.02,0.87155,0.87,1.15305
0.0,2.155278342,2.1064,20739.0,0.926,142.7,0.18861,16.89,5665.0,4.568,-0.2,0.9055,0.82,2.3305
0.0,3.661326482,2.5714,17846.0,0.812,424.6,0.138476,12.07,5319.0,4.501,-0.34,0.737,0.798,2.039
1.0,4.75400072,2.5394,748.7,0.672,141.4,0.026463,2.0,4728.0,4.628,0.04,0.7615000000000001,0.693,3.108
0.0,0.76973817,2.5,421.1,0.537,23.0,0.021076,2.39,5620.0,4.611,-0.52,0.80865,0.735,2.8835
0.0,165.739861,24.9393,7343.4,0.263,527.8,0.077087,57.54,5019.0,2.99,-0.21,1.7224,7.062,0.0072125
0.0,9.08937826,6.255,779.8,0.982,72.7,0.038435,5.35,6725.0,4.335,-0.06,1.3184,1.275,0.86035
1.0,3.234699282,3.59385,10558.7,0.079,3003.8,0.092633,13.06,5640.0,4.236,0.34,1.047,1.291,0.6851
1.0,31.99552485,4.2817,1376.1,0.69,128.0,0.036106,4.12,5657.0,4.364,0.0,0.921,1.046,1.134
0.0,1.577800747,2.1626,697.7,1.332,79.6,0.356666,31.24,6089.0,4.547,-0.74,0.859,0.816,2.2875
0.0,2.380862632,4.20416,32634.0,0.664,2590.6,0.175634,21.65,5821.0,4.297,-0.16,0.922,1.129,0.903
0.0,1.752567456,5.4993,607.3,1.218,92.2,0.244198,26.56,5739.0,4.433,0.06,0.98,0.996,1.397
1.0,51.92920654,5.2637,3425.8,0.398,81.8,0.053923,8.49,5734.0,4.557,-0.2,0.9655,0.854,1.3539
1.0,5.644914154,2.2599,1397.9,0.445,63.9,0.03411,2.66,4750.0,4.622,0.12,0.7885,0.714,2.9585
1.0,3.105507835,1.7458,904.6,0.799,178.6,0.030988,2.68,4984.0,4.579,0.3,0.8745,0.794,2.4735
0.0,1.336109338,1.7419,2204.3,1.28,150.0,0.333253,35.19,6123.0,4.459,-0.3,0.9828,0.969,1.526
1.0,5.841636615,1.8734,1336.3,0.026,41.1,0.033032,1.38,3526.0,4.866,-0.08,0.394,0.383,9.856
1.0,19.85029495,2.8407,1607.5,0.217,34.4,0.036352,1.52,3526.0,4.866,-0.08,0.394,0.383,9.856
1.0,15.27443889,6.0765,206.7,0.153,40.3,0.013073,2.17,5828.0,4.09,-0.05,1.05695,1.548,0.41335
0.0,22.34293693,7.0813,2691.1,0.001,35.3,0.046145,2.92,4260.0,4.663,-0.44,0.565,0.58,4.072
0.0,119.40817159,9.3537,18563.3,0.915,508.4,0.170803,16.26,5316.0,4.477,0.0,0.834,0.872,1.768
0.0,1.171536413,1.5878,1132.7,0.973,67.0,0.043929,7.12,7021.0,4.275,0.21,1.514,1.485,0.6518
0.0,0.973547911,2.2858,435.7,1.097,38.7,0.122228,11.52,6084.0,4.542,-0.44,0.944,0.863,2.071
0.0,3.053563251,3.2551,508.4,1.208,50.4,0.231182,21.79,5751.0,4.552,-0.14,0.9521,0.855,2.119
0.0,1.031096352,2.781,265.4,0.979,37.8,0.020135,2.36,6366.0,4.408,-0.18,1.0915,1.111,1.1835
1.0,11.00817635,2.013,1462.5,0.025,42.1,0.033903,2.15,4141.0,4.684,-0.2,0.596,0.582,4.267
1.0,92.7495777,5.506,1105.1,0.019,18.0,0.029388,1.87,4141.0,4.684,-0.2,0.596,0.582,4.267
1.0,52.5008645,14.9066,946.7,0.11,116.2,0.027341,12.41,4995.0,3.331,-0.07,1.3525,4.157,0.026505
1.0,0.63133171,1.1487,434.5,0.726,95.8,0.020758,1.2,4441.0,4.71,-0.98,0.526,0.53,4.975
1.0,12.69905011,2.9899,797.4,0.663,30.4,0.027241,2.62,5592.0,4.561,-0.14,0.8915,0.827,2.0785
1.0,8.74292005,2.6277,779.5,0.025,30.7,0.024586,1.92,4750.0,4.622,0.12,0.7885,0.714,2.9585
1.0,3.64830183,1.9985,371.7,0.063,19.9,0.017009,1.33,4750.0,4.622,0.12,0.7885,0.714,2.9585
1.0,2.345863002,1.6795,316.7,0.035,19.6,0.015717,1.23,4750.0,4.622,0.12,0.7885,0.714,2.9585
1.0,37.1011418,5.5556,1357.5,0.41,55.2,0.034349,3.19,5986.0,4.527,-0.5,0.886,0.85,2.034
1.0,10.8644095,1.853,748.7,0.763,16.8,0.027366,1.14,3526.0,4.866,-0.08,0.394,0.383,9.856
1.0,124.4197175,3.7197,4107.0,0.017,39.9,0.056842,10.3,5446.0,4.592,-0.2,0.85955,0.793,1.62115
1.0,1.219568047,1.5681,494.9,0.067,65.9,0.01975,1.51,4838.0,4.625,-0.04,0.7715000000000001,0.701,3.0755
1.0,2.05388477,2.1635,546.7,0.282,50.0,0.021331,2.74,5854.0,4.53,-0.12,0.976,0.894,1.3913
1.0,38.86848956,6.0573,1004.9,0.028,73.4,0.028726,2.81,5618.0,4.46,-0.22,0.846,0.897,1.652
1.0,35.7353616,8.491,778.8,0.878,58.4,0.029539,5.47,6366.0,4.045,-0.2,1.164,1.697,0.3355
1.0,12.30971679,6.74,396.0,0.847,45.9,0.020619,3.82,6366.0,4.045,-0.2,1.164,1.697,0.3355
1.0,54.4205407,8.559,598.0,0.9414,44.9,0.027453,3.2,6366.0,4.045,-0.2,1.164,1.697,0.3355
0.0,30.00908916,3.15,421.1,0.537,23.0,0.021076,2.39,6504.0,4.349,-0.28,1.3001,1.213,0.538965
0.0,14.32407216,4.6577,2053.9,1.292,58.0,0.342462,38.86,6022.0,4.453,0.12,1.116,1.039,1.402
1.0,27.07237655,6.9592,514.2,0.015,44.0,0.020659,2.18,5611.0,4.51,-0.2,0.95005,0.864,1.8375
1.0,37.5142128,5.303,935.0,0.366,28.9,0.027815,2.68,5592.0,4.561,-0.14,0.8915,0.827,2.0785
1.0,55.6391882,7.316,853.0,0.811,48.3,0.029803,3.13,5949.0,4.493,0.0,1.05,0.962,1.663
1.0,46.6856205,6.3794,588.8,0.217,59.0,0.022055,2.52,5657.0,4.364,0.0,0.921,1.046,1.134
1.0,4.59726613,2.909,313.0,0.033,17.0,0.016167,1.69,5999.0,4.494,-0.06,1.045,0.959,1.67
1.0,9.97716876,5.908,252.9,0.002,21.8,0.014328,2.53,5806.0,4.547,-0.2,0.9507,0.874,1.25725
1.0,3.02168007,2.8264,171.9,0.349,32.9,0.012175,1.31,6201.0,4.472,-0.2,1.058,0.989,1.538
0.0,30.882538697,5.3737,24012.0,0.197,1266.2,0.14202,15.4,6014.0,4.486,0.07,1.101,0.993,1.584
0.0,72.4914068,3.612,1063.5,0.989,39.2,0.050904,15.33,5754.0,4.371,-0.56,0.986,1.038,0.680585
0.0,4.93913074,1.362,382.9,1.167,22.0,0.188082,24.03,5956.0,4.324,0.06,1.053,1.17,0.9259
1.0,2.240486703,1.3988,436.3,0.461,33.8,0.019474,1.22,4198.0,4.689,-0.32,0.582,0.572,4.376
1.0,105.0145774,7.426,296.0,0.954,33.9,0.020157,2.29,5868.0,4.363,-0.22,0.915,1.042,1.138
1.0,4.88084456,2.5574,343.0,0.227,32.6,0.016458,1.55,4929.0,4.481,0.36,0.817,0.861,1.805
1.0,10.56137217,3.2645,238.4,0.963,21.7,0.018973,2.43,5610.0,4.316,0.38,1.034,1.171,0.9068
1.0,67.6690554,9.556,961.1,0.354,37.2,0.028764,3.39,6127.0,4.356,-0.3,0.9637,1.08,1.08
1.0,3.949627144,1.5485,807.2,0.049,45.1,0.025401,2.32,5155.0,4.523,0.14,0.849,0.836,2.05
1.0,16.00460392,3.9475,831.9,0.49,34.3,0.026678,2.24,5178.0,4.597,0.0,0.8565499999999999,0.769,2.6115
0.0,3.55650737,8.545,293.6,0.01,77.1,0.015149,3.05,4951.0,3.876,0.1,0.931,1.843,0.2095
1.0,3.148661555,2.1978,550.5,0.652,35.3,0.022587,2.15,5258.0,4.458,-0.04,0.797,0.873,1.689
0.0,0.70544824,2.9423,462.4,1.2,118.2,0.222063,20.03,5722.0,4.558,-0.2,0.9173,0.835,2.253
1.0,3.295701024,1.8268,1745.7,0.267,114.7,0.037296,2.81,4723.0,4.625,0.02,0.76,0.691,3.1255
1.0,9.65349016,2.9029,1308.6,0.149,63.1,0.031946,2.41,4723.0,4.625,0.02,0.76,0.691,3.1255
1.0,5.315954488,1.1165,965.9,0.718,37.7,0.030923,2.33,4723.0,4.625,0.02,0.76,0.691,3.1255
1.0,10.04556377,3.2027,671.4,0.075,66.5,0.023478,2.19,5632.0,4.554,-0.04,0.952,0.853,2.161
1.0,1.499144441,1.4259,258.9,0.331,22.2,0.014494,1.09,4723.0,4.625,0.02,0.76,0.691,3.1255
1.0,5.082748362,1.7732,276.7,0.063,40.9,0.014971,1.4,5430.0,4.555,0.18,0.961,0.858,2.145
0.0,5.00673576,1.9398,191.2,0.599,26.6,0.013235,2.0,6116.0,4.158,-0.26,1.005,1.383,0.5354
1.0,9.17617167,4.2642,206.9,0.107,34.3,0.01313,1.66,5903.0,4.3,-0.1,0.974,1.156,0.8878
1.0,19.7383992,4.894,168.1,0.732,20.3,0.01279,1.61,5903.0,4.3,-0.1,0.974,1.156,0.8878
1.0,41.6980186,5.7047,440.8,0.002,43.4,0.019191,2.03,5997.0,4.466,-0.14,1.004,0.971,1.545
1.0,59.6585348,5.514,1043.8,0.956,21.2,0.039578,3.59,5349.0,4.604,-0.2,0.7685,0.773,2.7635
1.0,52.6298542,6.118,675.8,0.311,27.2,0.023543,3.68,5601.0,4.561,-0.14,0.9166,0.827,1.355
1.0,10.290994129,4.28889,9655.7,0.049,1245.7,0.089546,13.43,6190.0,4.455,-0.2,0.9805,1.026,1.022
1.0,14.8783945,7.491,322.8,0.749,22.9,0.017825,1.63,5822.0,4.543,-0.28,0.9175,0.851,2.1515
1.0,59.6222627,6.888,993.4,0.873,31.9,0.03337,3.63,6108.0,4.471,-0.08,1.072,0.997,1.525
0.0,4.9883873,9.059,507.6,0.944,42.4,0.025642,3.28,6418.0,4.395,0.07,1.241,1.171,1.09
1.0,8.19596647,2.824,792.8,0.252,20.2,0.025049,2.04,4723.0,4.557,0.08,0.734,0.747,2.477
1.0,15.59466045,5.0478,867.7,0.266,49.2,0.027042,2.74,5900.0,4.5,-0.1,0.995,0.929,1.751
1.0,56.35407916,3.4449,1037.0,0.835,59.4,0.033885,2.59,4802.0,4.582,-0.22,0.686,0.701,2.799
0.0,36.12895451,2.2348,3758.6,1.474,66.3,0.539433,53.72,5921.0,4.484,-0.3,0.9239,0.914,1.7105
0.0,32.50456309,2.4657,7589.6,0.927,148.1,0.103288,10.68,6132.0,4.48,-0.3,0.987,0.947,1.636
0.0,1.332560589,4.2427,566.6,0.009,108.8,0.021006,1.4,4490.0,4.672,-0.4,0.6229,0.609,3.934
0.0,9.08590495,2.0718,2121.3,0.978,50.5,0.066386,6.28,5931.0,4.479,-0.6,0.825,0.866,1.789
0.0,0.784512952,2.4623,586.0,1.234,44.4,0.258133,25.48,5997.0,4.522,-0.22,0.991,0.904,1.89
0.0,0.883778461,1.6339,120.1,0.605,31.7,0.010498,1.09,5975.0,4.453,-0.3,0.935,0.949,1.539
1.0,2.465024332,1.262,30.7,0.548,23.2,0.005276,0.69,6139.0,4.291,-0.2,1.04745,1.225,0.8313999999999999
1.0,15.86624787,4.25,77.3,0.858,28.4,0.009192,1.31,6044.0,4.193,-0.24,0.991,1.308,0.61125
0.0,4.288515468,2.2959,3456.7,1.283,292.1,0.349955,76.51,6382.0,4.222,-0.56,1.0285,1.402,0.44
1.0,3.797018259,2.2608,14431.2,0.321,1549.0,0.108759,10.07,5167.0,4.583,0.21,0.9065,0.816,2.2225
1.0,1.340596782,1.6484,107.5,0.007,37.6,0.009466,1.16,5992.0,4.385,0.18,1.1255000000000002,1.125,1.11
1.0,17.42393582,4.929,770.9,0.927,33.2,0.031088,3.29,6018.0,4.46,-0.2,0.986,0.969,1.529
1.0,9.8786461,1.8915,1472.7,0.019,49.2,0.034764,1.6,3609.0,4.843,-0.06,0.4235,0.422,9.442
1.0,44.96407458,4.981,811.6,0.11,88.0,0.025141,2.0,4827.0,4.615,0.14,0.8065,0.729,2.965
1.0,49.7700907,10.065,3529.2,0.655,109.8,0.057313,5.12,5782.0,4.564,-0.3,0.9045,0.822,2.309
0.0,12.7319385,4.4157,11449.0,1.278,69.9,0.409477,70.11,7246.0,4.221,0.0,1.4955,1.568,0.5400499999999999
0.0,0.520222869,1.2216,269.5,0.562,28.9,0.015613,1.52,5776.0,4.527,-0.08,0.97,0.889,1.945
1.0,5.83376197,3.9988,532.9,0.742,36.6,0.022847,2.98,6198.0,4.389,0.36,1.26705,1.19,1.0525
1.0,2.42150341,2.965,171.5,0.55,15.8,0.01238,1.62,6198.0,4.389,0.36,1.26705,1.19,1.0525
1.0,14.16400071,4.3031,728.1,0.027,71.5,0.024336,2.35,5440.0,4.438,-0.24,0.782,0.885,1.59
1.0,6.20920207,2.637,101.9,0.272,12.1,0.009191,0.89,5440.0,4.438,-0.24,0.782,0.885,1.59
1.0,5.48711441,2.93,1328.6,0.812,51.9,0.037656,3.24,5103.0,4.562,0.04,0.8225,0.787,2.381
1.0,8.29084167,3.613,1033.9,0.929,34.7,0.037401,3.21,5103.0,4.562,0.04,0.8225,0.787,2.381
1.0,3.20539622,2.143,453.6,0.512,20.6,0.019789,1.7,5103.0,4.562,0.04,0.8225,0.787,2.381
1.0,16.73869035,2.398,996.8,0.578,20.4,0.029747,2.56,5103.0,4.562,0.04,0.8225,0.787,2.381
0.0,5.093938816,3.93144,25026.7,0.618,1131.7,0.152118,17.19,6197.0,4.449,-0.08,1.096,1.035,1.394
1.0,13.93291548,2.6239,131.6,0.908,28.9,0.01259,1.66,6026.0,4.321,0.1,1.113,1.207,0.891
1.0,2.36436762,3.372,28.4,0.146,12.4,0.004888,0.82,6250.0,4.186,0.17,1.298,1.506,0.5161
1.0,20.31047472,5.3357,164.6,0.05,46.1,0.011737,2.41,6081.0,3.97,-0.03,1.2455,1.877,0.2494
1.0,2.53475568,4.5716,463.0,0.878,51.3,0.022945,2.02,5662.0,4.532,-0.44,0.808,0.806,2.171
1.0,43.3167427,4.995,987.5,0.034,27.1,0.028621,2.42,5668.0,4.579,-0.36,0.86,0.785,2.5555000000000003
0.0,37.590298548,4.3855,19938.9,0.38,929.0,0.131379,14.39,6147.0,4.463,-0.12,1.064,1.003,1.485
1.0,31.0033072,5.253,645.2,0.151,22.1,0.023218,2.72,6090.0,4.466,0.07,1.1525,1.03,1.401
0.0,3.351556891,2.4005,341.9,0.129,38.8,0.016517,1.64,5185.0,4.442,0.18,0.837,0.911,1.56
1.0,2.617028373,2.046,499.4,0.146,30.8,0.019867,1.57,4831.0,4.568,-0.14,0.706,0.724,2.625
0.0,1.876406096,1.531,433.8,0.302,37.0,0.018916,1.57,5198.0,4.6,-0.1,0.84335,0.759,2.7190000000000003
0.0,6.71425632,3.339,283.5,0.965,46.5,0.020096,5.76,6082.0,4.241,-0.14,1.2015,1.274,0.40475
1.0,150.2412582,10.849,2378.5,0.345,72.3,0.044645,4.6,5604.0,4.451,0.0,0.916,0.943,1.538
1.0,53.44944498,5.3091,3437.0,0.092,119.5,0.053288,5.82,5919.0,4.485,0.21,1.114,1.0,1.57
0.0,0.466743525,1.3956,796.1,1.186,103.6,0.218533,20.43,5788.0,4.551,-0.18,0.94375,0.856,2.1375
0.0,1.727177258,2.081,347.4,0.676,17.1,0.018093,1.42,5394.0,4.622,-0.4,0.79705,0.72,2.9225000000000003
1.0,7.24022418,2.9153,864.9,0.507,48.2,0.027225,2.14,4955.0,4.61,-0.1,0.775,0.721,2.914
1.0,4.64622383,2.5137,446.5,0.88,28.2,0.023132,1.82,4955.0,4.61,-0.1,0.775,0.721,2.914
1.0,10.29674097,2.7292,1011.8,0.298,31.3,0.029321,5.75,5412.0,4.589,-0.2,0.954,0.82,1.48675
1.0,5.93919041,2.285,424.5,0.107,15.9,0.018858,3.7,5412.0,4.589,-0.2,0.954,0.82,1.48675
1.0,19.74733983,3.4444,480.7,0.595,47.1,0.020906,2.62,6243.0,4.406,0.21,1.2255,1.149,1.139
1.0,30.360445359,6.0134,21124.7,0.359,1126.2,0.131544,10.99,4939.0,4.541,-0.06,0.74,0.765,2.332
1.0,4.4096675,2.1418,132.7,0.814,26.4,0.011829,1.51,5850.0,4.347,0.3,1.1035,1.166,0.978
1.0,4.16787814,2.2136,168.1,0.168,32.9,0.011622,1.07,5302.0,4.493,-0.2,0.8380000000000001,0.846,2.028
1.0,11.79161234,3.036,415.4,0.034,20.7,0.018403,2.41,5945.0,4.516,-0.2,0.94725,0.925,1.4605
0.0,20.55848388,1.449,677.3,1.334,20.8,0.361005,36.9,5582.0,4.551,0.07,0.99295,0.876,1.877
1.0,26.964501,3.792,601.7,0.006,20.1,0.022247,2.2,5754.0,4.534,0.07,1.021,0.905,1.938
1.0,7.76845639,3.689,217.8,0.353,23.6,0.013457,1.35,5798.0,4.468,-0.2,0.91715,0.92,1.6675
0.0,2.178154348,3.4874,428.6,1.21,93.0,0.23097,22.22,5947.0,4.482,-0.5,0.86,0.881,1.77
1.0,5.03257009,4.213,439.1,0.97,26.3,0.025553,2.53,5970.0,4.521,-0.18,0.996,0.908,1.877
1.0,40.4286676,7.102,916.1,0.872,40.9,0.032104,2.92,5813.0,4.554,-0.28,0.921,0.838,2.2255
1.0,21.3588236,5.823,640.1,0.092,33.2,0.023225,2.52,6170.0,4.472,-0.16,1.063,0.992,1.535
1.0,22.0459163,5.22,804.8,0.837,29.7,0.02939,3.05,5900.0,4.509,0.07,1.065,0.951,1.745
0.0,49.6456235,23.568,857.5,1.236,176.5,0.266267,43.41,6282.0,4.253,-0.2,1.0760999999999998,1.323,0.61615
1.0,17.32670445,4.269,800.0,0.756,34.8,0.028301,2.23,4955.0,4.61,-0.1,0.775,0.721,2.914
1.0,44.8411168,5.902,1051.6,0.864,28.9,0.034889,2.75,4955.0,4.61,-0.1,0.775,0.721,2.914
0.0,1.008917105,1.4577,338.5,0.545,34.2,0.017433,1.51,5708.0,4.578,-0.34,0.8775,0.795,2.4635
1.0,13.75207851,2.8831,1215.6,0.836,36.8,0.036806,2.81,4797.0,4.616,-0.1,0.7357,0.699,3.0195
1.0,6.33855946,3.4617,721.7,0.907,57.4,0.029391,3.31,6108.0,4.466,0.07,1.132,1.03,1.457
1.0,4.59489816,3.1381,109.7,0.953,27.7,0.012245,1.85,6056.0,4.217,0.1,1.148,1.381,0.614
1.0,32.2964275,4.561,472.2,0.207,17.9,0.019489,1.9,5317.0,4.562,0.14,0.9225,0.843,1.9625
1.0,2.97041801,2.2369,530.7,0.379,22.4,0.020967,1.7,5068.0,4.608,-0.02,0.82715,0.743,2.792
0.0,6.814984472,3.05409,23915.3,0.793,742.2,0.1589,14.18,5461.0,4.566,-0.06,0.8955,0.817,2.313
0.0,63.9354965,13.321,1250.6,1.2,57.6,0.247961,2637.6,3634.0,0.684,-0.02,1.382,88.258,2.4415000000000003e-06
1.0,7.891448838,4.2854,10344.6,0.306,1955.1,0.093464,12.63,5972.0,4.313,0.2,1.114,1.226,0.8542
1.0,2.578852119,2.3581,334.3,0.625,36.7,0.017525,1.63,5743.0,4.553,-0.14,0.9471,0.854,2.1465
0.0,9.04189129,2.789,783.4,0.967,34.5,0.035901,3.24,5237.0,4.585,0.21,0.9255,0.812,2.3725
1.0,30.22910274,6.6751,443.4,0.77,71.7,0.021046,3.49,6325.0,4.188,0.16,1.296,1.518,0.5222
0.0,0.798200403,1.8261,396.8,1.193,65.9,0.213426,24.03,6258.0,4.449,-0.16,1.087,1.031,1.398
0.0,3.479425638,3.4479,19550.0,0.612,123.3,0.134097,12.86,5907.0,4.519,-0.3,0.927,0.885,1.907
0.0,2.92878704,4.634,549.4,1.212,47.7,0.236028,22.76,5955.0,4.534,-0.24,0.972,0.883,1.987
1.0,9.80321143,4.4617,813.4,0.663,53.1,0.027603,2.99,6170.0,4.472,-0.16,1.063,0.992,1.535
1.0,24.81097206,3.2245,2090.8,0.039,123.9,0.041991,4.22,6086.0,4.511,-0.26,1.003,0.921,1.808
1.0,4.8538404,3.198,196.4,0.943,15.4,0.016263,1.72,6046.0,4.486,-0.1,1.044,0.968,1.62
1.0,11.04605365,4.799,308.3,0.064,24.3,0.016086,1.8,6093.0,4.429,-0.12,1.025,1.025,1.34
0.0,2.621706694,1.941,4572.0,1.279,24.3,0.360488,34.68,5749.0,4.436,-0.56,0.772,0.881,1.59
1.0,3.72020708,1.892,156.9,0.341,15.0,0.011348,0.99,5017.0,4.516,-0.02,0.76,0.797,2.117
0.0,12.264867364,4.7366,11310.9,0.818,560.2,0.110513,28.29,5538.0,4.091,0.21,1.149,1.415,0.4057
1.0,8.689301216,2.563,1117.0,0.029,70.9,0.029843,2.92,5211.0,4.447,0.08,0.817,0.895,1.607
1.0,20.99757968,2.454,1131.8,0.277,44.7,0.030358,2.97,5211.0,4.447,0.08,0.817,0.895,1.607
0.0,0.979442525,1.0348,469.3,0.388,27.0,0.020166,1.64,5514.0,4.608,-0.4,0.8200000000000001,0.739,2.8295000000000003
1.0,3.120828136,2.1878,16456.0,0.784,113.5,0.130153,14.16,6122.0,4.471,-0.1,1.07,0.996,1.526
1.0,15.13590453,2.236,255.7,0.46,19.8,0.014946,2.57,6047.0,4.137,0.14,1.221,1.559,0.4482
0.0,1.399326503,1.8305,206.4,0.009,22.7,0.012581,1.0,4502.0,4.572,0.22,0.722,0.728,2.637
1.0,1.937029968,1.4727,312.3,0.105,42.8,0.016332,0.87,4042.0,4.76,-0.62,0.505,0.49,6.0315
1.0,7.06117322,1.0406,481.7,0.845,27.2,0.022906,1.23,4042.0,4.76,-0.62,0.505,0.49,6.0315
1.0,20.55331441,5.3136,678.3,0.795,40.6,0.026301,3.19,6325.0,4.411,-0.04,1.185,1.112,1.174
