date,startup,vertical,subvertical,city,investor,round,Amount_in_Cr
2015-06-19,FundsIndia.com,Financial Services Platform,Unknown,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,92.4
2015-06-20,Cupick,Social Network for Artists,Unknown,Bangalore,Group of Angel Investors from US/India,Seed Funding,1.008
2015-06-20,Tracxn,Startup funding platform,Unknown,Bangalore,"Sachin Bansal, Bunny Bansal & other investors",Private Equity,84.0
2015-06-21,Holachef,Food Delivery Platform,Unknown,Mumbai,"Kalaari Capital, India Quotient",Private Equity,26.04
2015-06-22,elong,Data Driven recruitment recommendation,Unknown,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,42.0
2015-06-22,Vidgyor,Video Advertisement Platform,Unknown,Bangalore,AngelPrime,Seed Funding,4.2
2015-06-23,Goodservice,Mobile Chat based concierge service,Unknown,New Delhi,Sequoia Capital,Private Equity,13.44
2015-06-23,Treebo,Online Budget Hotel Booking Service,Unknown,Bangalore,"Matrix Partners India, SAIF Partners",Private Equity,50.4
2015-06-23,EduKart,Online education marketplace,Unknown,New Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,8.4
2015-06-24,Indix,SaaS product intelligence platform,Unknown,,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",Private Equity,126.0
2015-06-24,The Porter,Logistics Tech,Unknown,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,46.2
2015-06-24,Retention.ai,App Analytics platform,Unknown,Bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding,4.2
2015-06-25,Fusion Microfinance,Micro Finance Platform,Unknown,New Delhi,"Development finance institution Belgian Investment Company, Oikocredit",Private Equity,72.24
2015-06-25,Zinka,Freight logistics platform,Unknown,Bangalore,"Accel Partners, Flipkart",Private Equity,50.4
2015-06-26,CreditMantri,Credit Management Services,Unknown,Chennai,"IDG Ventures India, Elevar Equity, Accion Venture Lab",Private Equity,21.0
2015-06-26,GetMyPeon,Hyperlocal Handyman Services,Unknown,Mumbai,Undisclosed investors,Seed Funding,2.1
2015-06-29,UrbanClap,Hyperlocal services marketplace,Unknown,New Delhi,"SAIF Partners,\\xc2\\xa0 Accel Partners",Private Equity,84.0
2015-06-29,AdWyze,Marketing / Advertising Automation platform,Unknown,Bangalore,Mape Advisory,Seed Funding,8.4
2015-06-29,Zimmber,Hyperlocal Handyman Services,Unknown,Mumbai,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",Seed Funding,3.36
2015-06-30,Flatchat,Flat rental Mobile App,Unknown,Bangalore,Commonfloor,Private Equity,21.0
2015-06-30,MyCFO,Wealth Management Platform,Unknown,Mumbai,Sameer Koticha,Private Equity,12.6
2015-05-01,Foodpanda,Online Food Delivery,Unknown,Gurgaon,"Goldman Sachs, Rocket Internet",Private Equity,840.0
2015-05-01,Termsheet,Fund Raising Platform,Unknown,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,0.84
2015-05-04,Applicate,Workforce Management Software,Unknown,Bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,4.62
2015-05-04,World Art Community,Online Art Marketplace,Unknown,Gurgaon,Viraj Tyagi & others,Seed Funding,1.68
2015-05-04,SpoonJoy,Online Food Delivery,Unknown,Bangalore,SAIF Partners,Seed Funding,8.4
2015-05-05,Seed Schools,Affordable Education,Unknown,Hyderabad,Acumen Fund,Seed Funding,5.46
2015-05-05,Ignis Careers,Career Development,Unknown,Hyderabad,Acumen Fund,Seed Funding,2.1
2015-05-05,Square Yards,Real Estate Advisory,Unknown,Gurgaon,Undisclosed Investors,Private Equity,50.4
2015-05-05,Fintellix,Banking Analytics Platform,Unknown,Bangalore,"IDG Ventures, Sequoia Capital",Private Equity,126.0
2015-05-06,Delhivery,Ecommerce Logistics,Unknown,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,714.0
2015-05-06,Swiggy,Online Food Delivery,Unknown,Bangalore,Norwest Venture Partners,Private Equity,126.0
2015-05-07,Box8,Online Food Delivery,Unknown,Mumbai,Mayfield Ventures,Private Equity,29.4
2015-05-07,Toppr,Online Education Platform,Unknown,Mumbai,"Fidelity Growth Partners India, SAIF Partners,\\xc2\\xa0 Helion Ventures",Private Equity,84.0
2015-05-07,Vedantu,Online Education Platform,Unknown,Bangalore,"Accel Partners, Tiger Global Management",Private Equity,42.0
2015-05-08,BuyHatke,Online Product Comparison,Unknown,Bangalore,"S.Gopalakrishnan, Beenos",Seed Funding,8.4
2015-05-08,Uniken,Online Security Platform,Unknown,Pune,Exfinity Ventures,Private Equity,16.8
2015-05-08,GrandOpinion,Online Medical Diagnostic,Unknown,New Delhi,Florida based Angel investor,Seed Funding,1.26
2015-05-12,ZapStitch,Cloud Data Integration Platform,Unknown,Bangalore,"Helion Venture Partners, Orios Venture Partners",Private Equity,16.8
2015-05-12,Wassup,Mobile Laundry Cleaning Service,Unknown,Chennai,"Arun Chandra Mohan, Praveen Sinha",Private Equity,16.8
,Plancess,Online Education Platform,Unknown,Mumbai,"Rajendra Gogri,\\xc2\\xa0 Chandrakant Gogri",Seed Funding,16.8
2015-05-14,IndianRoots.com,Lifestyle Ecommerce Portal,Unknown,Gurgaon,KJS Group,Private Equity,42.0
2015-05-14,RedPolka,Online Fashion Aggregator,Unknown,Mumbai,Undisclosed Investors,Seed Funding,2.1
2015-05-15,Venturesity,Online Job skills Showcase,Unknown,Bangalore,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",Seed Funding,2.268
2015-05-19,Chaayos,Offline Tea Chain,Unknown,New Delhi,Tiger Global Management,Private Equity,8.4
2015-05-19,Akosha,Business Messaging App,Unknown,New Delhi,Sequoia Capital,Private Equity,134.4
2015-05-19,Cooey,Health Mobile App,Unknown,Bangalore,Subhash Goyal,Seed Funding,3.948
2015-05-19,MeetUniv,Online Ed-Tech Platform,Unknown,Noida,Peesh Venture Capital,Seed Funding,8.4
2015-05-19,Crown-it,Hyperlocal Mobile Marketplace,Unknown,Gurgaon,"Accel Partners, Helion Venture Partners",Private Equity,46.2
2015-05-19,Trucksfirst,Trucking Logistic Operations,Unknown,Gurgaon,SAIF partners,Private Equity,84.0
2015-05-20,Lookup,B2C Messaging App,Unknown,Bangalore,Biz Stone,Private Equity,25.2
2015-05-22,\\xc2\\xa0Nudgespot,Customer Engagement Platform,Unknown,Bangalore,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",Seed Funding,5.25
2015-05-22,EveningFlavors,Online Table Reservation,Unknown,Bangalore,Sandiep Shrivatsava,Seed Funding,4.2
2015-05-25,ZenParent,Parents focused Web Content,Unknown,Bangalore,i2india Ventures,Seed Funding,4.2
2015-05-26,UrbanPro,On-demand Service marketplace,Unknown,Bangalore,Nirvana Venture Advisors,Private Equity,16.8
2015-05-26,Goodbox,On-Demand Business messaging,Unknown,Bangalore,Manipal Group,Seed Funding,1.68
2015-05-26,Renderlogy,Online Home D\\xc3\\xa9cor,Unknown,Hyderabad,Astarc Ventures,Private Equity,8.4
2015-05-27,Postman,API Workflow platform,Unknown,Bangalore,Nexus Venture Partners,Seed Funding,8.4
2015-05-27,Casa2inns,Affordable Hotel Booking Online,Unknown,New Delhi,"Accel Partners, Kalaari Capital",Private Equity,42.0
2015-05-27,FleetRover,Logistics Intelligence,Unknown,Goa,"Tim Chen, Sanjay Venkat",Seed Funding,1.512
2015-05-28,TheKarrier,Last Mile Logistics,Unknown,Bangalore,"Sol Primero, Outbox Ventures, Nikunj Jain",Seed Funding,2.016
2015-05-28,Zoomcar,Self-driven Car rental,Unknown,Bangalore,Sequoia Capital,Private Equity,42.0
2015-05-30,Ather Energy,Electric Scooter Manufacturer,Unknown,Bangalore,Tiger Global,Private Equity,100.8
2015-04-03,Swiggy,Online Food Delivery,Unknown,Bangalore,"Accel Partners, SAIF Partners",Private Equity,16.8
2015-04-04,Bluegape,Web Content Publishing,Unknown,Gurgaon,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding,1.68
2015-04-04,KeepTrax,Location Based App,Unknown,Dallas / Hyderabad,Undisclosed,Seed Funding,8.4
2015-04-06,InstaLively,Video Streaming,Unknown,New Delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",Seed Funding,1.008
2015-04-07,Pricejugaad,Price Comparison,Unknown,Hyderabad,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,1.386
2015-04-07,Quikr,Online Classifieds,Unknown,Mumbai,"Tiger Global, Investment AB Kinnevik, Steadview Capital",Private Equity,1260.0
2015-04-07,PressPlay,Travel Entertainment,Unknown,New Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding,18.48
2015-04-08,FirstCry.com,eCommerce,Unknown,Pune,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,\\xc2\\xa0 SAIF Partners, Vertex Ventures",Private Equity,84.0
2015-04-08,MobiKwik,Digital / Mobile Wallet,Unknown,Gurgaon,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,210.0
2015-04-08,Olacabs,Cab Aggregator,Unknown,Bangalore,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,3360.0
2015-04-09,Gadgetwood,Device Repair Svcs,Unknown,New Delhi,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,\\nNitin Singhal & Others",Seed Funding,1.68
2015-04-09,Bonhomia,Premium Beverages,Unknown,New Delhi,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Seed Funding,16.8
2015-04-09,Changer Mints,Digital / Mobile Wallet,Unknown,Kolkata,Hyderabad based investor,Seed Funding,1.386
2015-04-09,Urban Ladder,Online Furnishing\\neCommerce,Unknown,Bangalore,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",Private Equity,420.0
2015-04-10,Whatfix,Interactive\\xc2\\xa0 How-To Guides,Unknown,Bangalore,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",Seed Funding,7.56
2015-04-11,Zomato,Restaurant Reviews,Unknown,Gurgaon,Info Edge (India),Private Equity,210.0
2015-04-13,ZopNow,Online Grocer,Unknown,Bangalore,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",Private Equity,84.0
2015-04-13,Nayi Disha,Ed-Tech,Unknown,New Delhi,"Ajay Relan,",Seed Funding,2.52
,The Porter,Logistics Tech,Unknown,Mumbai,Kae Capital,Seed Funding,4.2
2015-04-13,Commeasure,Online Hotel Booking,Unknown,Noida,Jungle Ventures,Seed Funding,8.4
2015-04-13,Capricoast,Online Kitchen Furniture,Unknown,Bangalore,Accel Partners India,Seed Funding,10.5
2015-04-14,LocalOye,Hyper-local Online Services,Unknown,Mumbai,"Tiger Global Management, Lightspeed Venture Partners",Private Equity,42.0
2015-04-15,Grofers,Hyper-Local Online/Mobile Grocery,Unknown,Gurgaon,"Tiger Global, Sequoia Capital",Private Equity,294.0
2015-04-15,PepperTap,Hyper-Local Online/Mobile Grocery,Unknown,Gurgaon,"SAIF Partners, Sequoia Capital",Private Equity,84.0
2015-04-15,PolicyBazaar,Online Policy Aggregator,Unknown,Gurgaon,"PremjiInvest, Tiger Global, Ribbit Capital",Private Equity,336.0
2015-04-16,UrbanClap,Hyperlocal Mobile Services Marketplace,Unknown,New Delhi,"SAIF Partners, Accel Partners, Kunal Bahl, Rohit Bansal",Seed Funding,13.44
2015-04-16,Taskbob,OnDemand\\nMobile Handyman Services,Unknown,Mumbai,"Orios Venture Partners, Mayfield India",Seed Funding,10.08
2015-04-17,Robosoft,Mobile App Development,Unknown,Udupi,"Ascent Capital, Kalaari Capital",Private Equity,100.8
2015-04-20,Pastiwala,Material Collection & Recycling,Unknown,Vadodara,Agnus Capital,Private Equity,33.6
2015-04-20,1mg (Healthkartplus),Online Pharmacy & Drug DB,Unknown,Gurgaon,"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital",Private Equity,50.4
2015-04-20,Freshdesk,Online / Mobile Customer Support,Unknown,Chennai,"Tiger Global, Google Capital & Accel Partners",Private Equity,420.0
2015-04-20,Sulekha.com,Online Classifieds & Listings,Unknown,Chennai,GIC ventures,Private Equity,235.2
2015-04-22,Eat.Shop.Love,Fashion ECommerce,Unknown,Bangalore,Undisclosed Investor,Private Equity,29.4
2015-04-22,Avanti Learning,Private Coaching Centers,Unknown,New Delhi,"Michael & Susan Dell Foundation, Pearson Learning Fund",Private Equity,12.6
2015-04-23,Simplilearn,Online Certification Courses,Unknown,Bangalore,"Mayfield Ventures, Kalaari Capital, Helion Ventures",Private Equity,126.0
2015-04-23,Craftstvilla,Ethnic Product eCommerce,Unknown,Mumbai,"Sequoia Capital, Nexus venture Partners, Lightspeed Ventures, GFC",Private Equity,151.2
2015-04-23,HeadOut,Last Minute Travel Deals mobile marketplace,Unknown,Bangalore / SFO,"Version One Ventures, 500 Startups, Nexus Venture Partners and Arena Ventures",Seed Funding,15.12
2015-04-23,happay,usiness expense management,Unknown,Bangalore,AngelPrime,Seed Funding,4.2
2015-04-23,Jugnoo,Auto Rickshaw based Logistics,Unknown,Chandigarh,"Rakesh Mathur, Vikas Taneja & others",Seed Funding,8.4
2015-04-24,Coverfox,Online Insurance Aggregator,Unknown,Mumbai,"Accel US, Accel India, SAIF Partners.",Private Equity,100.8
2015-04-27,Torqus,Restaurant Management Platform,Unknown,Pune,S S Mukherji & Others,Seed Funding,2.94
2015-04-27,Grab,Food Logistics & Delivery,Unknown,Mumbai,"Oliphans Capital, Haresh Chawla",Seed Funding,8.4
2015-04-27,LogicRoots,Interactive Educational Games,Unknown,Jaipur,"Ah! Ventures, Calcutta Angels,\\xc2\\xa0 91SpringBoard",Seed Funding,3.36
2015-04-28,Babajobs,Grey collar Job Board,Unknown,Bangalore,SEEK Ltd & affiliates,Private Equity,84.0
2015-04-28,Jay Robotix,Robotic Program learning,Unknown,Hyderabad,Cross Border Angels & others,Seed Funding,2.1
2015-04-28,Naaptol.com,Tele-Shopping / eCommerce,Unknown,Mumbai,Mitsui & Co & existing investors,Private Equity,180.6
2015-04-29,ReGlobe,Used Gadgets Buy / Refurbishing,Unknown,Gurgaon,"Bessemer Ventures, Blume Ventures",Seed Funding,8.4
2015-04-29,Icertis,Cloud Enterprise Software,Unknown,Pune / US,"Greycroft Partners, Fidelity Growth Partners",Private Equity,50.4
2015-04-29,Tracxn,Startup Analytics platform,Unknown,Bangalore,SAIF Partners,Private Equity,29.4
2015-04-29,Tradelab,Financial Markets Software,Unknown,Bangalore,Rainmatter,Seed Funding,3.36
2015-04-29,PiQube,Hiring Analytics platform,Unknown,Chennai,The HR Fund,Seed Funding,4.2
2015-04-29,Travel Triangle,Online Travel Marketplace,Unknown,Noida,"Bessemer Venture Partners, SAIF Partners",Private Equity,67.2
2015-03-02,TrulyMadly.com,,Unknown,,"Helion Venture Partners, Kae Capital",Private Equity,46.2
2015-03-02,InstaLively,,Unknown,,Group of Angel Investors,Seed Funding,1.008
2015-03-03,Vserv,,Unknown,,"Maverick Capital, IDG Ventures India",Private Equity,126.0
2015-03-05,Niffler,,Unknown,,SAIF Partners,Seed Funding,8.4
2015-03-05,CustomFurnish.com,,Unknown,,"Madhukar Gangadi, Satish Reddy, Srini Raju, Srini Koppolu & SIDBI",Private Equity,21.0
2015-03-06,MapMyGenome,,Unknown,,Rajan Anandan & other angel investors,Private Equity,10.08
2015-03-09,Crowdfire (formerly Justunfollow),,Unknown,,Kalaari Capital,Private Equity,21.0
2015-03-09,Bite Club,,Unknown,,"Powai Lake Ventures, Aneesh Reddy, Ashish Kashyap, Alok Mittal",Seed Funding,4.2
2015-03-11,Appedo,,Unknown,,Undisclosed Investors,Seed Funding,8.4
2015-03-11,Fitraq.com,,Unknown,,Tarun Arora,Seed Funding,1.26
2015-03-11,ChargeBee,,Unknown,,"Tiger Global, Accel Partners",Private Equity,42.0
2015-03-11,Groupon India,,Unknown,,Sequoia Capital,Private Equity,168.0
2015-03-12,MoonFrog Labs,,Unknown,,"Tiger Global, Sequoia Capital.",Private Equity,126.0
2015-03-13,Foodpanda,,Unknown,,Rocket Internet AG & others,Private Equity,924.0
2015-03-13,DiabetOmics,,Unknown,,"VentureEast,\\xc2\\xa0 Varaprasad Reddy",Private Equity,42.0
2015-03-14,Daily Rounds,,Unknown,,"Kae Capital, GSF, Teruhide Sato",Seed Funding,4.2
2015-03-14,Orobind,,Unknown,,"Zishaan Hayath, Lalit Mangal, Harpreet Singh Grover",Seed Funding,1.68
2015-03-16,Digital Gorkha,,Unknown,,Ramesh kavediya,Seed Funding,1.3944
2015-03-16,NestAway,,Unknown,,"IDG Ventures, Naveen Tewari",Seed Funding,10.92
2015-03-16,The Better India,,Unknown,,I-cube-N,Seed Funding,1.3944
2015-03-16,Meru Cabs,,Unknown,,Value Fund Advisors,Private Equity,420.0
2015-03-18,Drivestream,,Unknown,,Wipro,Private Equity,42.0
2015-03-18,wWhere,,Unknown,,Group of Angel Investors,Seed Funding,1.68
2015-03-19,Tripoto,,Unknown,,"IDG Ventures, Outbox Ventures",Private Equity,16.8
2015-03-19,Graphic India,,Unknown,,"CA Media LP,\\xc2\\xa0 Start Media.",Seed Funding,23.52
2015-03-20,Lets Corp,,Unknown,,Wu Chay Chin,Seed Funding,25.2
2015-03-20,CollateBox,,Unknown,,LetsVenture,Seed Funding,1.512
2015-03-20,Mahindra First Choice,,Unknown,,Valiant Capital,Private Equity,126.0
2015-03-23,RazorPay,,Unknown,,Y Combinator,Seed Funding,1.008
2015-03-24,Furlenco,,Unknown,,LightBox Ventures,Private Equity,50.4
2015-03-24,Cubito,,Unknown,,Sol Primero,Seed Funding,1.344
2015-03-25,Teabox,,Unknown,,"JAFCO Asia, Keystone Group, Dragoneer Investment, Accel Partners",Private Equity,50.4
2015-03-25,Artoo,,Unknown,,"Accion Venture Labs, Rianta Capital",Private Equity,4.2
2015-03-25,Fxkart.com,,Unknown,,"Dr Mushtaq Shah, Dr Faraz Naqvi",Seed Funding,16.8
2015-03-25,OYO Rooms,,Unknown,,"Greenoaks capital, Sequoia Capital, LightSpeed Ventures",Private Equity,210.0
2015-03-26,Roposo.com,,Unknown,,"Tiger Global Management, Indian Quotient, Binny Bansal",Private Equity,42.0
2015-03-26,Teewe,,Unknown,,"Sequoia Capital, India Quotient",Seed Funding,14.7
2015-03-27,Urjas,,Unknown,,Solidarity Venture Capital & others,Seed Funding,0.84
2015-03-27,Chargein,,Unknown,,Pittie Group,Seed Funding,0.84
2015-03-28,Yogurt Labs,,Unknown,,"Nick Adams, Kiran Bhat, Family Pot Investments LLP",Seed Funding,0.966
2015-03-28,LimeRoad.com,,Unknown,,"Tiger Global, Matrix Partners, Lightspeed Venture Partners",Private Equity,252.0
2015-03-28,Team Indus,,Unknown,,"Nandan Nilekani, Rajiv Mody, Ajai Chowdhary",Private Equity,12.6
2015-03-30,Arohan Financial Services,,Unknown,,Tano Capital,Private Equity,84.0
2015-03-30,BillDesk,,Unknown,,TA Associates,Private Equity,630.0
2015-03-31,Triphobo,,Unknown,,"Mayfield Ventures, Kalaari Capital",Private Equity,25.2
2015-03-31,Aryaka,,Unknown,,"Trinity Ventures, InterWest Partners, Mohr Davidow Ventures, Presidio Ventures",Private Equity,134.4
2015-03-31,Appsdaily,,Unknown,,"Zodius Capital, Ru-Net, Kalaari Capital,\\xc2\\xa0 Qualcomm Ventures",Private Equity,134.4
2015-02-02,Faaya,,Unknown,,Group of Angel Investors,Seed\\nFunding,0.13944
2015-02-02,InstaBounce,,Unknown,,Group of Angel Investors,Seed\\nFunding,0.13944
2015-02-02,Chloroplast Foods,,Unknown,,Group of Angel Investors,Seed\\nFunding,0.13944
2015-02-02,Dealwithus,,Unknown,,Group of Angel Investors,Seed\\nFunding,0.13944
2015-02-02,CleverSharks,,Unknown,,Group of Angel Investors,Seed\\nFunding,0.13944
2015-02-02,Leaf,,Unknown,,Group of Angel Investors,Seed\\nFunding,0.13944
2015-02-02,SmartPocket,,Unknown,,"Sol Primero, Rajiv Mehta",Seed\\nFunding,2.1
2015-02-02,Yumist,,Unknown,,Orios Venture Partner,Private Equity,8.4
2015-02-02,FirstCry,,Unknown,,Valiant Capital Partners,Private Equity,218.4
2015-02-02,HolaChef,,Unknown,,India Quotient,Seed\\nFunding,2.73
2015-02-03,Frsh.co.in,,Unknown,,"India Quotient, Kae Capital",Seed\\nFunding,4.3512
