kepid,koi_disposition,koi_period,koi_duration,koi_depth,koi_impact,koi_model_snr,koi_num_transits,koi_ror,koi_prad,st_teff,st_logg,st_met,st_mass,st_radius,st_dens,teff_err1,teff_err2,logg_err1,logg_err2,feh_err1,feh_err2,mass_err1,mass_err2,radius_err1,radius_err2
8700558,FALSE POSITIVE,4.79179893,2.9283,123.9,1.209,46.3,272.0,0.218031,26.26,6496.0,4.023,-0.24,1.165,1.763,0.74945,146.0,-195.0,0.176,-0.176,0.25,-0.28,0.216,-0.1673,0.625,-0.565
8753657,CONFIRMED,2.426304127,2.6624,185.4,0.694,97.0,555.0,0.013272,1.41,5678.0,4.484,0.26,1.043,0.97,1.613,102.0,-124.0,0.03,-0.15,0.12,-0.15,0.0535,-0.076,0.173,-0.053
8554498,CANDIDATE,4.780327581,2.0253,960.8,0.952,380.8,280.0,0.036574,7.14,5937.0,4.012,0.05,1.16365,1.747,0.2959,83.0,-75.0,0.03,-0.03,0.1,-0.1,0.10765,-0.059,0.132,-0.076
3847708,FALSE POSITIVE,3.741231778,2.469,419.0,0.25,66.6,359.0,0.018463,1.55,5197.0,4.601,-0.06,0.8585,0.763,2.6975,142.0,-129.0,0.032,-0.091,0.3,-0.26,0.0675,-0.09225,0.112,-0.054
3849155,FALSE POSITIVE,1.168310132,1.31,283.3,0.107,64.7,1145.0,0.015302,1.43,5509.0,4.487,-0.22,0.821,0.857,1.839,166.0,-136.0,0.092,-0.263,0.3,-0.26,0.1119999999999999,-0.0716499999999999,0.354,-0.114
3858804,FALSE POSITIVE,25.9525478,21.328,478.4,1.228,57.0,41.0,0.251377,74.69,5211.0,3.715,0.2,1.401,2.721,0.09793,93.0,-133.0,0.158,-0.098,0.12,-0.18,0.1589499999999999,-0.31575,0.421,-0.691
3942670,CONFIRMED,33.4160553,8.605,275.8,0.947,29.3,40.0,0.019214,2.98,6007.0,4.178,0.07,1.108,1.42,0.5452,109.0,-122.0,0.162,-0.129,0.13,-0.14,0.111,-0.08325,0.263,-0.263
3942670,CONFIRMED,12.6119685,6.372,76.5,0.709,12.2,104.0,0.008559,1.33,6007.0,4.178,0.07,1.108,1.42,0.5452,109.0,-122.0,0.162,-0.129,0.13,-0.14,0.111,-0.08325,0.263,-0.263
6949898,CANDIDATE,7.64809462,2.216,195.9,0.265,12.2,170.0,0.012788,1.19,5641.0,4.554,-0.06,0.94785,0.85,2.149,158.0,-157.0,0.033,-0.213,0.25,-0.26,0.0875,-0.1011,0.333,-0.073
10585738,CONFIRMED,0.636424848,0.947,217.9,0.319,18.1,1675.0,0.013529,1.31,5343.0,4.538,0.44,0.988,0.885,2.005,176.0,-156.0,0.028,-0.234,0.04,-0.26,0.063,-0.098,0.28,-0.062
7186665,FALSE POSITIVE,8.55935323,4.303,148.8,0.744,20.4,157.0,0.01208,1.21,6115.0,4.462,-0.56,0.892,0.919,1.618,164.0,-174.0,0.084,-0.213,0.28,-0.28,0.1114,-0.088,0.353,-0.11
2973386,CANDIDATE,31.0209175,2.012,859.5,0.881,15.1,42.0,0.031742,1.66,3903.0,4.74,-0.2,0.5145,0.523,5.77,73.0,-60.0,0.054,-0.031,0.15,-0.1,0.0695,-0.047,0.033,-0.05
6388770,FALSE POSITIVE,21.3419702,10.73,,,,65.0,,,6324.0,4.219,-0.3,1.042,1.314,0.6464,174.0,-216.0,0.183,-0.171,0.26,-0.3,0.20675,-0.12705,0.384,-0.314
7022573,CANDIDATE,2.118893997,0.822,311.4,0.019,11.3,534.0,0.016174,1.41,5494.0,4.583,-0.164,0.88,0.796,2.4675,192.5,-172.5,0.0335,-0.207,0.31,-0.28,0.0899,-0.0986,0.251,-0.0675
7676423,CONFIRMED,2.46050095,1.861,276.8,0.052,16.7,281.0,0.014909,1.03,4811.0,4.626,-0.58,0.62,0.634,3.424,179.5,-169.5,0.058,-0.0419999999999999,0.345,-0.3,0.0775,-0.03585,0.065,-0.0565
9288237,CANDIDATE,7.49133777,6.315,34.5,0.013,14.4,181.0,0.005396,1.01,6177.0,4.449,-0.36,1.0137,1.033,0.8873500000000001,151.0,-168.0,0.226,-0.226,0.28,-0.3,0.162,-0.1325,0.376,-0.52
11714231,CONFIRMED,5.8660127,3.985,183.0,0.539,16.8,228.0,0.012764,1.45,6020.0,4.427,0.02,1.051,1.04,1.316,162.0,-211.0,0.07,-0.222,0.19,-0.3,0.1794,-0.1265,0.446,-0.14
11720424,CONFIRMED,23.9107056,4.996,294.0,0.398,12.9,58.0,0.015991,1.91,6323.0,4.418,-0.12,1.107,1.091,1.154,169.0,-210.0,0.078,-0.202,0.22,-0.3,0.2012499999999999,-0.1296,0.426,-0.126
7837302,FALSE POSITIVE,23.836808884,6.02854,29684.7,1.008,2793.4,57.0,0.279942,59.31,6095.0,3.894,-0.4,1.076,1.94,0.2073,207.0,-210.5,0.4535,-0.165,0.31,-0.29,0.22485,-0.2032,0.615,-0.862
8753657,CONFIRMED,4.62334491,3.0189,62.0,0.388,25.2,261.0,0.007238,0.77,5678.0,4.484,0.26,1.043,0.97,1.613,102.0,-124.0,0.03,-0.15,0.12,-0.15,0.0535,-0.076,0.173,-0.053
8948424,FALSE POSITIVE,5.888835386,3.7988,19466.0,6.217,208.2,228.0,5.354151,584.67,5780.0,4.438,0.0,,1.0,,,,,,,,,,,
9139084,CONFIRMED,5.83599485,2.062,553.3,0.129,11.2,230.0,0.021244,1.92,5423.0,4.542,-0.06,0.872,0.828,2.161,108.0,-108.0,0.033,-0.107,0.15,-0.15,0.048,-0.054,0.106,-0.044
9641041,FALSE POSITIVE,1.089077863,2.4676,133.6,0.778,104.8,616.0,0.011599,1.96,6281.0,4.45,-0.22,1.0835,1.048,0.9367,144.0,-173.0,0.144,-0.144,0.24,-0.3,0.1915,-0.137,0.319,-0.316
9724984,FALSE POSITIVE,7.86335883,3.4303,467.3,0.995,74.3,138.0,0.037513,7.84,5722.0,3.998,0.48,1.353,1.913,0.26815,170.0,-170.0,0.27,-0.13,0.05,-0.25,0.13,-0.33035,0.312,-0.621
2452450,FALSE POSITIVE,8.0970583,5.699,680.7,0.959,76.4,168.0,0.030415,4.83,6611.0,4.107,-0.2,1.1587,1.537,0.4923,118.0,-118.0,0.193,-0.193,0.15,-0.15,0.1609499999999999,-0.1215,0.675,-0.404
3230578,FALSE POSITIVE,6.337614357,1.742,1807.4,0.972,132.7,211.0,0.057085,9.57,6581.0,4.138,-0.34,1.185,1.536,0.4608,184.0,-243.0,0.213,-0.212,0.245,-0.31,0.2215,-0.1973,0.5795,-0.4135
3231137,FALSE POSITIVE,3.900140077,3.77,543.1,1.205,53.6,347.0,0.228072,23.78,6407.0,4.48,-0.52,1.006,0.955,1.6255,160.0,-192.0,0.052,-0.208,0.24,-0.3,0.12395,-0.122,0.286,-0.095
3353050,CONFIRMED,5.0800579,5.207,222.8,0.636,56.7,212.0,0.014349,3.95,6049.0,3.769,-0.04,1.359,2.52,0.1196,132.0,-120.0,0.224,-0.101,0.15,-0.15,0.147,-0.2015,0.403,-0.553
3446746,CONFIRMED,13.14496741,3.6399,300.8,0.591,44.1,102.0,0.016418,1.59,5411.0,4.477,0.0,0.862,0.888,1.737,107.0,-107.0,0.07,-0.106,0.15,-0.15,0.0595,-0.045,0.129,-0.073
5695396,CONFIRMED,16.09196369,2.8943,415.8,0.546,84.9,87.0,0.019184,2.13,5680.0,4.414,0.12,0.978,1.016,1.312,102.0,-114.0,0.076,-0.143,0.12,-0.15,0.059,-0.062,0.163,-0.098
5217891,FALSE POSITIVE,161.239891,24.472,1075.4,0.946,23.0,7.0,0.038628,3.48,5514.0,4.569,-0.04,0.926,0.826,2.312,179.0,-160.0,0.038,-0.171,0.26,-0.26,0.0802,-0.1026499999999999,0.275,-0.075
6593150,CANDIDATE,5.4654174,3.209,219.5,0.301,14.2,248.0,0.013557,1.23,5612.0,4.566,-0.14,0.9171,0.827,2.278,163.0,-150.0,0.03,-0.2,0.28,-0.26,0.0879,-0.10115,0.294,-0.069
8051946,CONFIRMED,1.4951513,3.43,52.0,0.974,14.2,898.0,0.009063,1.44,5691.0,4.262,-0.1,0.92965,1.166,0.64,96.0,-96.0,0.203,-0.217,0.15,-0.15,0.1084,-0.0711499999999999,0.4,-0.316
5445681,CONFIRMED,20.3504704,7.225,101.8,0.192,16.6,67.0,0.009254,1.01,5952.0,4.41,-0.24,0.942,1.002,1.319,159.0,-168.0,0.101,-0.223,0.28,-0.28,0.1305,-0.1035,0.364,-0.152
6523351,CANDIDATE,6.06664931,1.962,65.3,0.902,10.9,224.0,0.008919,0.87,5569.0,4.521,0.1,0.963,0.892,1.909,100.0,-111.0,0.028,-0.153,0.15,-0.15,0.047,-0.071,0.168,-0.044
5551672,CANDIDATE,2.184437698,1.0422,1546.8,0.035,19.7,351.0,0.034479,0.94,3421.0,4.979,-0.1,0.251,0.277,19.4,58.5,-50.5,0.0525,-0.0525,0.125,-0.1,0.051,-0.041,0.045,-0.04
11499192,CONFIRMED,4.13592927,2.377,156.2,0.168,15.2,261.0,0.011401,1.43,6145.0,4.446,-0.02,1.09035,1.045,1.2005,120.0,-120.0,0.084,-0.201,0.15,-0.15,0.1563999999999999,-0.103,0.427,-0.118
12416661,CONFIRMED,8.05337912,5.382,38.3,0.035,14.9,166.0,0.005669,1.28,6231.0,3.976,0.24,1.466,2.062,0.2357,125.0,-125.0,0.18,-0.114,0.15,-0.15,0.1335,-0.188,0.394,-0.378
8197793,CANDIDATE,15.2311195,3.91,269.1,0.192,13.1,91.0,0.014945,1.94,6168.0,4.472,-0.16,1.06185,1.003,1.25705,123.0,-123.0,0.115,-0.189,0.15,-0.15,0.125,-0.099,0.375,-0.155
8258171,FALSE POSITIVE,23.6272223,7.9,154.6,0.711,65.8,57.0,0.012206,3.84,8308.0,3.861,0.07,2.197,2.879,0.1296,229.0,-344.0,0.239,-0.178,0.14,-0.5,0.3394,-0.5495,0.826,-0.943
9880467,FALSE POSITIVE,8.97349999,3.1408,935.1,0.56,44.1,150.0,0.02858,36.0,4751.0,2.52,-0.2,1.606,11.536,0.001473,63.5,-85.5,0.1315,-0.1129999999999999,0.135,-0.155,0.23245,-0.5609,2.002,-2.8745000000000003
9880467,FALSE POSITIVE,108.546946,7.567,711.3,0.055,15.3,13.0,0.023554,29.67,4751.0,2.52,-0.2,1.606,11.536,0.001473,63.5,-85.5,0.1315,-0.1129999999999999,0.135,-0.155,0.23245,-0.5609,2.002,-2.8745000000000003
9881662,CONFIRMED,3.254277742,2.9903,159.9,0.303,58.6,410.0,0.011619,1.38,5945.0,4.402,0.16,1.092,1.089,1.191,106.0,-125.0,0.054,-0.117,0.1,-0.15,0.077,-0.0775,0.174,-0.094
9881662,CONFIRMED,91.3514816,8.707,210.0,0.008,25.5,15.0,0.013179,1.57,5945.0,4.402,0.16,1.092,1.089,1.191,106.0,-125.0,0.054,-0.117,0.1,-0.15,0.077,-0.0775,0.174,-0.094
9895004,FALSE POSITIVE,2.250826647,1.536,534.4,1.221,104.3,594.0,0.24579,30.03,5779.0,4.308,-0.1,0.928,1.119,0.933,104.0,-110.0,0.138,-0.116,0.15,-0.14,0.0745,-0.0595,0.181,-0.159
3656121,CONFIRMED,31.1588249,5.1803,959.0,0.029,73.6,36.0,0.02825,3.56,5951.0,4.32,-0.02,1.0145,1.154,0.92875,108.0,-119.0,0.12,-0.127,0.15,-0.15,0.088,-0.066,0.204,-0.151
10620329,FALSE POSITIVE,0.436282594,1.3988,536.4,1.269,218.3,1221.0,0.290761,83.25,8446.0,3.751,-0.2,1.9113,3.144,0.11598,218.0,-218.0,0.229,-0.144,0.05,-0.15,0.26595,-0.2424,0.958,-0.9
3656121,CONFIRMED,76.7324556,6.243,685.7,0.462,34.3,13.0,0.024437,3.08,5951.0,4.32,-0.02,1.0145,1.154,0.92875,108.0,-119.0,0.12,-0.127,0.15,-0.15,0.088,-0.066,0.204,-0.151
3733628,CONFIRMED,13.89963233,3.5791,1121.7,0.777,98.2,92.0,0.034031,2.46,4538.0,4.607,-0.2,0.65,0.663,3.136,91.0,-88.0,0.034,-0.0155,0.155,-0.145,0.0402,-0.0265,0.028,-0.0345
3831053,CONFIRMED,6.14955931,5.5694,333.7,0.368,87.3,221.0,0.016797,3.26,5687.0,3.973,0.04,1.08,1.775,0.2721,115.5,-104.5,0.204,-0.1095,0.185,-0.145,0.155,-0.12545,0.3545,-0.449
6357290,CANDIDATE,4.8099878,1.97,288.2,0.2,13.6,239.0,0.015608,1.59,5988.0,4.507,-0.12,1.021,0.934,1.767,181.0,-220.0,0.0475,-0.2065,0.235,-0.29,0.109,-0.1285,0.273,-0.0925
4072955,CANDIDATE,5.08288076,2.515,108.0,0.389,12.5,215.0,0.009687,1.15,6217.0,4.375,-0.22,1.011,1.083,1.122,165.0,-204.0,0.105,-0.195,0.25,-0.3,0.17545,-0.1131,0.49,-0.145
8695311,CANDIDATE,31.0259489,5.692,385.4,0.153,12.7,45.0,0.018009,1.91,6075.0,4.486,-0.12,1.048,0.969,1.622,165.0,-208.0,0.048,-0.192,0.2,-0.3,0.134,-0.13565,0.326,-0.114
9834731,CANDIDATE,3.08942807,3.214,85.3,0.65,13.2,434.0,0.008903,1.07,5969.0,4.518,-0.2,0.9965,0.924,1.836,80.0,-92.0,0.031,-0.171,0.15,-0.15,0.078,-0.104,0.291,-0.07
5092266,CONFIRMED,44.8702042,4.199,636.1,0.436,16.4,26.0,0.023536,2.56,6122.0,4.471,-0.1,1.07,0.996,1.526,181.0,-230.5,0.0495,-0.2425,0.26,-0.3,0.161,-0.1412,0.3495,-0.0985
4076976,FALSE POSITIVE,4.8807805,9.4,79.0,0.581,15.9,223.0,0.008437,0.48,4763.0,4.738,-1.6,0.53,0.516,5.449,131.0,-157.0,0.053,-0.025,0.3,-0.25,0.03065,-0.0205,0.025,-0.036
8751796,CONFIRMED,4.45342418,3.654,46.6,0.569,16.3,299.0,0.00649,0.9,6256.0,4.269,-0.08,1.087,1.269,0.7489,114.0,-126.0,0.12,-0.165,0.15,-0.15,0.1139999999999999,-0.0685,0.332,-0.175
7097534,FALSE POSITIVE,2.21396685,4.374,81.6,0.017,19.1,469.0,0.008276,0.84,5986.0,4.461,-0.38,0.912,0.93,1.598,157.0,-165.0,0.081,-0.198,0.28,-0.28,0.1144999999999999,-0.0965,0.356,-0.114
9907129,CONFIRMED,9.705693,7.702,140.8,0.941,14.2,113.0,0.013675,2.07,6198.0,4.373,-0.2,0.9801,1.129,0.8795,126.0,-126.0,0.157,-0.157,0.15,-0.15,0.1184,-0.092,0.4,-0.263
7609674,CANDIDATE,21.2360024,4.019,104.4,0.205,15.7,64.0,0.009391,2.62,6035.0,3.745,-0.16,1.328,2.559,0.1116,134.5,-123.0,0.2095,-0.096,0.175,-0.175,0.1455,-0.211,0.403,-0.7115
9527334,CONFIRMED,8.31377304,2.964,837.4,0.002,19.6,157.0,0.026357,2.74,5900.0,4.509,0.07,1.065,0.951,1.745,105.5,-121.0,0.02,-0.1275,0.13,-0.14,0.053,-0.07275,0.1555,-0.0424999999999999
10031885,FALSE POSITIVE,8.58969597,8.471,245.1,1.197,45.9,126.0,0.211637,20.8,6024.0,4.523,-0.26,0.985,0.9,1.903,148.0,-169.0,0.05,-0.213,0.26,-0.3,0.11055,-0.1276499999999999,0.35,-0.088
11361646,CONFIRMED,7.97420583,5.3503,293.1,0.128,55.1,171.0,0.015639,1.85,5973.0,4.386,0.0,1.036,1.081,1.154,107.0,-131.0,0.08,-0.139,0.15,-0.15,0.075,-0.075,0.195,-0.112
11361646,CONFIRMED,1.88899036,3.486,59.0,0.011,18.2,661.0,0.007007,0.83,5973.0,4.386,0.0,1.036,1.081,1.154,107.0,-131.0,0.08,-0.139,0.15,-0.15,0.075,-0.075,0.195,-0.112
10285631,CONFIRMED,18.68405716,6.9329,381.5,0.858,54.2,59.0,0.020651,3.64,5548.0,4.038,0.18,1.038,1.614,0.3477,110.0,-94.0,0.19,-0.111,0.14,-0.14,0.1067,-0.095,0.254,-0.368
3964109,CONFIRMED,21.41624083,7.081,314.5,0.081,42.7,49.0,0.01625,2.09,6156.0,4.331,0.0,1.085,1.18,0.9312,123.0,-135.0,0.084,-0.136,0.15,-0.15,0.099,-0.074,0.22,-0.13
4159347,FALSE POSITIVE,12.28351275,3.634,597.8,1.224,23.4,110.0,0.24815,74.76,6171.0,4.284,-0.5,1.1016,1.252,0.47674,164.0,-177.0,0.195,-0.195,0.3,-0.3,0.166,-0.1956,0.519,-0.519
3544595,CONFIRMED,4.72674037,2.9267,273.1,0.657,287.8,284.0,0.015943,1.56,5648.0,4.466,-0.2,0.8875,0.921,1.673,75.0,-75.0,0.03,-0.03,0.101,-0.101,0.0575,-0.055,0.04,-0.036
4165960,FALSE POSITIVE,6.77449545,2.5416,481.9,1.178,41.9,159.0,0.200695,29.41,6513.0,4.398,-0.2,1.0825,1.153,1.3270499999999998,84.0,-84.0,0.08,-0.156,0.15,-0.15,0.0875499999999999,-0.108,0.325,-0.157
4252322,CANDIDATE,14.591504451,1.1295,1490.5,1.21,68.0,90.0,0.257211,36.85,5940.0,4.199,-0.12,0.993,1.312,0.6186,159.0,-169.0,0.208,-0.202,0.28,-0.28,0.1815,-0.1164999999999999,0.531,-0.355
4376644,FALSE POSITIVE,27.677680103,2.1704,11545.0,0.933,431.6,39.0,0.136199,14.41,6075.0,4.486,-0.12,1.048,0.969,1.622,145.0,-183.0,0.054,-0.234,0.22,-0.32,0.15385,-0.1365,0.39,-0.105
9301506,FALSE POSITIVE,0.605223042,0.8986,232.3,0.109,20.7,1874.0,0.013804,1.14,5089.0,4.559,-0.16,0.757,0.757,2.461,190.0,-169.0,0.054,-0.0849999999999999,0.32,-0.29,0.1055,-0.065,0.1154999999999999,-0.071
5695396,CONFIRMED,25.5172744,4.735,66.8,0.322,13.5,50.0,0.007472,0.83,5680.0,4.414,0.12,0.978,1.016,1.312,102.0,-114.0,0.076,-0.143,0.12,-0.15,0.059,-0.062,0.163,-0.098
9714550,CONFIRMED,4.73292061,1.746,151.6,0.121,15.5,281.0,0.011209,0.97,5595.0,4.58,-0.24,0.87775,0.796,2.48,150.0,-137.0,0.034,-0.136,0.3,-0.26,0.089,-0.093,0.193,-0.069
6263593,CONFIRMED,22.4765952,3.437,481.4,0.176,13.3,44.0,0.019619,1.21,4563.0,4.701,-0.7,0.5911500000000001,0.568,4.5615000000000006,123.0,-126.0,0.032,-0.048,0.28,-0.3,0.047,-0.043,0.052,-0.041
5475042,CANDIDATE,1.242639742,1.763,159.3,0.152,16.1,1070.0,0.011446,1.02,5504.0,4.572,-0.08,0.9175,0.818,2.3545,149.0,-150.0,0.034,-0.158,0.27,-0.28,0.0743,-0.104,0.254,-0.07
6964159,FALSE POSITIVE,25.503628,3.913,204.4,0.953,13.3,53.0,0.016771,1.61,5815.0,4.54,-0.12,0.973,0.877,2.032,157.0,-166.0,0.036,-0.207,0.26,-0.28,0.1126,-0.1182,0.342,-0.087
10252275,CONFIRMED,14.8638496,2.705,220.6,1.006,12.3,92.0,0.033152,2.9,5159.0,4.508,-0.16,0.752,0.8,2.067,153.0,-138.0,0.093,-0.271,0.3,-0.26,0.12875,-0.057,0.432,-0.088
10252275,CONFIRMED,5.65245733,2.062,121.0,0.889,11.7,230.0,0.012065,1.05,5159.0,4.508,-0.16,0.752,0.8,2.067,153.0,-138.0,0.093,-0.271,0.3,-0.26,0.12875,-0.057,0.432,-0.088
11455181,CONFIRMED,10.9294815,5.893,196.9,0.197,14.3,121.0,0.012816,1.21,5792.0,4.547,-0.14,0.9625,0.867,2.077,155.0,-160.0,0.036,-0.213,0.24,-0.28,0.1075,-0.11145,0.348,-0.081
9541295,CANDIDATE,0.536650319,2.383,41.9,0.61,31.0,1992.0,0.006191,1.35,6020.0,4.373,-0.02,1.1295,1.093,0.6669,151.0,-183.0,0.235,-0.235,0.22,-0.25,0.2069,-0.1575,0.51,-0.52
10290666,CONFIRMED,5.45849914,4.0448,255.9,0.65,72.0,194.0,0.015387,1.91,5914.0,4.396,0.46,1.172,1.135,1.1055,100.0,-130.0,0.055,-0.157,0.05,-0.15,0.075,-0.0834999999999999,0.285,-0.095
10337258,CONFIRMED,13.28536452,6.283,377.6,0.774,26.8,101.0,0.019435,4.03,6534.0,4.388,-0.26,1.1800000000000002,1.17,0.7145,156.0,-176.0,0.23,-0.23,0.2,-0.25,0.2198,-0.166,0.555,-0.586
10383687,FALSE POSITIVE,8.4879444,3.224,119.3,0.752,19.5,158.0,0.010853,1.23,6134.0,4.396,-0.28,0.98,1.039,1.231,188.0,-227.5,0.097,-0.232,0.29,-0.3,0.151,-0.12,0.363,-0.145
10470206,FALSE POSITIVE,46.56675437,7.831,801.1,0.87,111.3,30.0,0.029707,5.25,6629.0,4.132,-0.18,1.302,1.619,0.4321,180.0,-272.0,0.196,-0.196,0.24,-0.3,0.2163999999999999,-0.251,0.628,-0.457
10518725,FALSE POSITIVE,19.5148412,3.096,102.7,0.742,13.1,71.0,0.010027,2.8,7004.0,4.163,-0.06,1.5739999999999998,1.649,0.29925,187.0,-250.0,0.201,-0.201,0.24,-0.3,0.2399,-0.3056999999999999,0.665,-0.665
12314973,CONFIRMED,15.4130812,6.6358,264.3,0.372,55.2,83.0,0.015072,2.59,6215.0,4.168,0.22,1.3255,1.57,0.47535,80.0,-74.0,0.048,-0.039,0.101,-0.101,0.0685,-0.0885,0.089,-0.111
5450893,CONFIRMED,4.82051088,3.588,40.9,0.922,14.8,282.0,0.00709,1.08,6046.0,4.158,-0.16,1.024,1.396,0.5302,121.0,-133.0,0.158,-0.121,0.2,-0.15,0.1,-0.0735,0.278,-0.29
4770174,CANDIDATE,6.09595681,5.502,65.7,0.685,18.1,222.0,0.007881,1.26,6313.0,4.228,0.32,1.325,1.467,0.5907,113.0,-139.0,0.084,-0.171,0.1,-0.15,0.1175,-0.0995,0.39,-0.188
8949925,CANDIDATE,13.2511214,4.996,266.5,0.231,15.2,84.0,0.014901,1.98,5850.0,4.466,-0.051,1.01385,0.992,1.19685,129.0,-148.0,0.0875,-0.205,0.195,-0.215,0.1174,-0.0995,0.3025,-0.1305
5091016,FALSE POSITIVE,5.76556718,3.138,213.3,0.678,17.6,218.0,0.014194,1.66,6218.0,4.404,-0.12,1.057,1.072,1.207,178.0,-234.0,0.072,-0.217,0.22,-0.3,0.2028,-0.12915,0.537,-0.147
9959492,CANDIDATE,11.682369,2.71,234.5,0.6987,11.2,81.0,0.014968,1.45,6089.0,4.483,-0.2,0.96685,0.986,1.2887499999999998,119.0,-119.0,0.188,-0.192,0.15,-0.15,0.0865,-0.0865,0.352,-0.254
8827575,CANDIDATE,10.12956201,3.044,81.3,0.544,12.2,132.0,0.008451,0.78,5385.0,4.528,0.0,0.874,0.842,2.06,107.0,-107.0,0.042,-0.103,0.15,-0.15,0.0485,-0.054,0.108,-0.045
8827575,CONFIRMED,15.6112238,3.873,113.5,0.468,15.7,87.0,0.009854,0.91,5385.0,4.528,0.0,0.874,0.842,2.06,107.0,-107.0,0.042,-0.103,0.15,-0.15,0.0485,-0.054,0.108,-0.045
2716801,CONFIRMED,42.5217006,5.723,685.6,0.495,14.7,31.0,0.024534,2.45,5911.0,4.519,-0.1,1.006,0.914,1.854,172.0,-187.0,0.048,-0.204,0.24,-0.28,0.1195,-0.1227,0.35,-0.094
7281454,FALSE POSITIVE,0.566805887,5.2317,1.7,0.762,0.8,2373.0,0.001289,0.08,5000.0,4.708,-1.58,0.561,0.549,4.773,150.0,-150.0,0.049,-0.025,0.3,-0.25,0.0361999999999999,-0.018,0.027,-0.032
7216284,CONFIRMED,6.69958851,2.831,253.7,0.0,13.6,203.0,0.01426,1.24,5280.0,4.587,0.04,0.894,0.794,2.4935,159.0,-145.0,0.03,-0.189,0.25,-0.26,0.0645,-0.092,0.23,-0.059
8703887,FALSE POSITIVE,14.170972781,3.7316,13496.5,0.579,308.1,100.0,0.111515,20.88,8342.0,4.231,0.07,1.82505,1.713,0.5105,231.5,-357.5,0.063,-0.3115,0.195,-0.505,0.352,-0.2754999999999999,0.888,-0.215
9899352,FALSE POSITIVE,1.332562831,6.24,297.9,1.241,37.3,981.0,0.257706,24.29,5716.0,4.549,-0.08,0.965,0.863,2.084,153.0,-162.0,0.04,-0.16,0.24,-0.28,0.08415,-0.113,0.219,-0.069
6945786,CONFIRMED,2.39161966,1.906,189.2,0.299,13.6,560.0,0.012434,0.93,4935.0,4.589,-0.42,0.663,0.685,2.91,147.0,-132.0,0.06,-0.039,0.34,-0.28,0.093,-0.044,0.061,-0.064
5978170,CONFIRMED,5.68879083,2.55,241.5,0.39,13.8,235.0,0.014153,0.99,4234.0,4.63,-0.02,0.636,0.639,3.433,128.0,-141.0,0.049,-0.021,0.24,-0.3,0.0525,-0.05885,0.036,-0.056
5440317,CONFIRMED,2.31941571,1.591,96.4,0.429,11.7,578.0,0.009078,1.24,5551.0,4.532,-0.1,0.9572,0.848,1.4017,82.0,-82.0,0.143,-0.266,0.15,-0.15,0.08235,-0.06825,0.348,-0.203
10545066,CONFIRMED,19.7830259,5.4898,373.2,0.015,41.8,55.0,0.017519,2.1,5747.0,4.335,0.0,0.953,1.099,1.01,115.0,-104.0,0.12,-0.122,0.15,-0.15,0.079,-0.0579999999999999,0.181,-0.148
6056992,FALSE POSITIVE,10.431146765,3.8853,29375.6,1.225,400.2,121.0,0.461939,50.44,5780.0,4.438,0.0,,1.0,,,,,,,,,,,
10552611,CONFIRMED,7.0106324,3.0688,327.3,0.683,48.7,147.0,0.017555,1.5,4908.0,4.565,0.22,0.826,0.787,2.41,98.0,-95.0,0.028,-0.048,0.14,-0.14,0.034,-0.041,0.043,-0.035
10552611,CONFIRMED,3.10762684,2.361,77.2,0.7,15.6,329.0,0.008591,0.73,4908.0,4.565,0.22,0.826,0.787,2.41,98.0,-95.0,0.028,-0.048,0.14,-0.14,0.034,-0.041,0.043,-0.035
10587105,CONFIRMED,1.980356674,2.4743,271.9,0.713,71.9,537.0,0.016185,2.1,6078.0,4.29,-0.16,1.005,1.189,0.8418,121.0,-133.0,0.137,-0.121,0.15,-0.15,0.08935,-0.063,0.197,-0.178
10587105,CONFIRMED,12.8344771,3.846,281.0,0.956,35.0,84.0,0.019618,2.55,6078.0,4.29,-0.16,1.005,1.189,0.8418,121.0,-133.0,0.137,-0.121,0.15,-0.15,0.08935,-0.063,0.197,-0.178
6948480,FALSE POSITIVE,175.329014,6.269,1059.1,1.231,16.7,7.0,0.266206,27.03,6008.0,4.499,-0.2,0.995,0.93,1.742,161.0,-194.0,0.052,-0.218,0.26,-0.3,0.1265,-0.1285,0.374,-0.097
6438099,CANDIDATE,21.61313362,1.52,818.1,0.714,13.8,62.0,0.028166,1.94,5267.0,4.678,-0.76,0.6955,0.632,3.8935,156.0,-140.0,0.026,-0.075,0.3,-0.3,0.05735,-0.0559999999999999,0.075,-0.034
11090556,CONFIRMED,2.7881793,3.397,55.8,0.058,17.7,483.0,0.006774,1.02,6245.0,4.442,-0.2,1.0147499999999998,1.053,1.0462,80.0,-86.0,0.166,-0.166,0.15,-0.15,0.12585,-0.0945,0.404,-0.279
11090556,CONFIRMED,4.13827684,3.449,63.8,0.499,16.8,289.0,0.007466,1.13,6245.0,4.442,-0.2,1.0147499999999998,1.053,1.0462,80.0,-86.0,0.166,-0.166,0.15,-0.15,0.12585,-0.0945,0.404,-0.279
10686814,FALSE POSITIVE,2.61846258,3.505,275.3,0.013,18.7,412.0,0.014685,1.03,4266.0,4.626,-0.04,0.638,0.643,3.378,128.0,-128.0,0.048,-0.021,0.25,-0.3,0.054,-0.0574999999999999,0.036,-0.058
